phylum	class	order	family	genus	species	specificEpithet	sex	sampleSizeValue	inTextReference	publicationYear	fullReference	body mass	body mass - units	body mass - minimum	body mass - maximum	body mass - method	body mass - comments	body mass - metadata comment	original body mass	original body mass - units	metabolic rate	metabolic rate - units	metabolic rate - minimum	metabolic rate - maximum	metabolic rate - method	metabolic rate - comments	metabolic rate - metadata comment	original metabolic rate	original metabolic rate - units	original respiratoryQuotient	original temperature	mass-specific metabolic rate	mass-specific metabolic rate - units	brain size	brain size - units	brain size - minimum	brain size - maximum	brain size - method	brain size - comments	brain size - metadata comment	original brain size	original brain size - units
Arthropoda	Insecta	Hymenoptera	Formicidae	Eciton	Eciton rufa	rufa		1	"Chown et al., 2007"	2007	"Chown, S. L., Marais, E., Terblanche, J. S., Klok, C. J., Lighton, J. R. B., & Blackburn, T. M. (2007). Scaling of insect metabolic rate is inconsistent with the nutrient supply network model. Functional Ecology, 21(2), 282-290. doi:10.1111/j.1365-2435.2007.01245.x"	6.60E-06	kg						6.6	mg	1.37E-05	W			not specified			13.7	uW		25	2.075757576	W/kg									
Arthropoda	Insecta	Hymenoptera	Formicidae	Eciton	Eciton rufa	rufa		1	"Chown et al., 2007"	2007	"Chown, S. L., Marais, E., Terblanche, J. S., Klok, C. J., Lighton, J. R. B., & Blackburn, T. M. (2007). Scaling of insect metabolic rate is inconsistent with the nutrient supply network model. Functional Ecology, 21(2), 282-290. doi:10.1111/j.1365-2435.2007.01245.x"	6.80E-06	kg						6.8	mg	1.24E-05	W			not specified			12.4	uW		25	1.823529412	W/kg									
Arthropoda	Insecta	Hymenoptera	Formicidae	Eciton	Eciton rufa	rufa		1	"Chown et al., 2007"	2007	"Chown, S. L., Marais, E., Terblanche, J. S., Klok, C. J., Lighton, J. R. B., & Blackburn, T. M. (2007). Scaling of insect metabolic rate is inconsistent with the nutrient supply network model. Functional Ecology, 21(2), 282-290. doi:10.1111/j.1365-2435.2007.01245.x"	6.80E-06	kg						6.8	mg	1.10E-05	W			not specified			11	uW		25	1.617647059	W/kg									
Arthropoda	Insecta	Hymenoptera	Formicidae	Eciton	Eciton rufa	rufa		1	"Chown et al., 2007"	2007	"Chown, S. L., Marais, E., Terblanche, J. S., Klok, C. J., Lighton, J. R. B., & Blackburn, T. M. (2007). Scaling of insect metabolic rate is inconsistent with the nutrient supply network model. Functional Ecology, 21(2), 282-290. doi:10.1111/j.1365-2435.2007.01245.x"	7.00E-06	kg						7	mg	1.74E-05	W			not specified			17.4	uW		25	2.485714286	W/kg									
Arthropoda	Insecta	Hymenoptera	Formicidae	Eciton	Eciton rufa	rufa		1	"Chown et al., 2007"	2007	"Chown, S. L., Marais, E., Terblanche, J. S., Klok, C. J., Lighton, J. R. B., & Blackburn, T. M. (2007). Scaling of insect metabolic rate is inconsistent with the nutrient supply network model. Functional Ecology, 21(2), 282-290. doi:10.1111/j.1365-2435.2007.01245.x"	8.40E-06	kg						8.4	mg	1.53E-05	W			not specified			15.3	uW		25	1.821428571	W/kg									
Arthropoda	Insecta	Hymenoptera	Formicidae	Eciton	Eciton rufa	rufa		1	"Chown et al., 2007"	2007	"Chown, S. L., Marais, E., Terblanche, J. S., Klok, C. J., Lighton, J. R. B., & Blackburn, T. M. (2007). Scaling of insect metabolic rate is inconsistent with the nutrient supply network model. Functional Ecology, 21(2), 282-290. doi:10.1111/j.1365-2435.2007.01245.x"	1.09E-05	kg						10.9	mg	1.91E-05	W			not specified			19.1	uW		25	1.752293578	W/kg									
Arthropoda	Insecta	Hymenoptera	Formicidae	Eciton	Eciton rufa	rufa		1	"Chown et al., 2007"	2007	"Chown, S. L., Marais, E., Terblanche, J. S., Klok, C. J., Lighton, J. R. B., & Blackburn, T. M. (2007). Scaling of insect metabolic rate is inconsistent with the nutrient supply network model. Functional Ecology, 21(2), 282-290. doi:10.1111/j.1365-2435.2007.01245.x"	1.09E-05	kg						10.9	mg	1.79E-05	W			not specified			17.9	uW		25	1.642201835	W/kg									
Arthropoda	Insecta	Hymenoptera	Formicidae	Eciton	Eciton rufa	rufa		1	"Chown et al., 2007"	2007	"Chown, S. L., Marais, E., Terblanche, J. S., Klok, C. J., Lighton, J. R. B., & Blackburn, T. M. (2007). Scaling of insect metabolic rate is inconsistent with the nutrient supply network model. Functional Ecology, 21(2), 282-290. doi:10.1111/j.1365-2435.2007.01245.x"	1.29E-05	kg						12.9	mg	2.35E-05	W			not specified			23.5	uW		25	1.821705426	W/kg									
Arthropoda	Insecta	Hymenoptera	Formicidae	Eciton	Eciton rufa	rufa		1	"Chown et al., 2007"	2007	"Chown, S. L., Marais, E., Terblanche, J. S., Klok, C. J., Lighton, J. R. B., & Blackburn, T. M. (2007). Scaling of insect metabolic rate is inconsistent with the nutrient supply network model. Functional Ecology, 21(2), 282-290. doi:10.1111/j.1365-2435.2007.01245.x"	1.30E-05	kg						13	mg	2.91E-05	W			not specified			29.1	uW		25	2.238461538	W/kg									
Arthropoda	Insecta	Hymenoptera	Formicidae	Eciton	Eciton rufa	rufa		1	"Chown et al., 2007"	2007	"Chown, S. L., Marais, E., Terblanche, J. S., Klok, C. J., Lighton, J. R. B., & Blackburn, T. M. (2007). Scaling of insect metabolic rate is inconsistent with the nutrient supply network model. Functional Ecology, 21(2), 282-290. doi:10.1111/j.1365-2435.2007.01245.x"	1.31E-05	kg						13.1	mg	2.57E-05	W			not specified			25.7	uW		25	1.961832061	W/kg									
Arthropoda	Insecta	Hymenoptera	Formicidae	Eciton	Eciton rufa	rufa		1	"Chown et al., 2007"	2007	"Chown, S. L., Marais, E., Terblanche, J. S., Klok, C. J., Lighton, J. R. B., & Blackburn, T. M. (2007). Scaling of insect metabolic rate is inconsistent with the nutrient supply network model. Functional Ecology, 21(2), 282-290. doi:10.1111/j.1365-2435.2007.01245.x"	1.31E-05	kg						13.1	mg	2.66E-05	W			not specified			26.6	uW		25	2.030534351	W/kg									
Arthropoda	Insecta	Hymenoptera	Formicidae	Eciton	Eciton rufa	rufa		1	"Chown et al., 2007"	2007	"Chown, S. L., Marais, E., Terblanche, J. S., Klok, C. J., Lighton, J. R. B., & Blackburn, T. M. (2007). Scaling of insect metabolic rate is inconsistent with the nutrient supply network model. Functional Ecology, 21(2), 282-290. doi:10.1111/j.1365-2435.2007.01245.x"	1.38E-05	kg						13.8	mg	2.40E-05	W			not specified			24	uW		25	1.739130435	W/kg									
Arthropoda	Insecta	Hymenoptera	Formicidae	Eciton	Eciton rufa	rufa		1	"Chown et al., 2007"	2007	"Chown, S. L., Marais, E., Terblanche, J. S., Klok, C. J., Lighton, J. R. B., & Blackburn, T. M. (2007). Scaling of insect metabolic rate is inconsistent with the nutrient supply network model. Functional Ecology, 21(2), 282-290. doi:10.1111/j.1365-2435.2007.01245.x"	1.68E-05	kg						16.8	mg	2.30E-05	W			not specified			23	uW		25	1.369047619	W/kg									
Arthropoda	Insecta	Hymenoptera	Formicidae	Eciton	Eciton rufa	rufa		1	"Chown et al., 2007"	2007	"Chown, S. L., Marais, E., Terblanche, J. S., Klok, C. J., Lighton, J. R. B., & Blackburn, T. M. (2007). Scaling of insect metabolic rate is inconsistent with the nutrient supply network model. Functional Ecology, 21(2), 282-290. doi:10.1111/j.1365-2435.2007.01245.x"	1.69E-05	kg						16.9	mg	3.14E-05	W			not specified			31.4	uW		25	1.857988166	W/kg									
Arthropoda	Insecta	Hymenoptera	Formicidae	Eciton	Eciton rufa	rufa		1	"Chown et al., 2007"	2007	"Chown, S. L., Marais, E., Terblanche, J. S., Klok, C. J., Lighton, J. R. B., & Blackburn, T. M. (2007). Scaling of insect metabolic rate is inconsistent with the nutrient supply network model. Functional Ecology, 21(2), 282-290. doi:10.1111/j.1365-2435.2007.01245.x"	1.72E-05	kg						17.2	mg	2.09E-05	W			not specified			20.9	uW		25	1.215116279	W/kg									
Arthropoda	Insecta	Hymenoptera	Formicidae	Eciton	Eciton rufa	rufa		1	"Chown et al., 2007"	2007	"Chown, S. L., Marais, E., Terblanche, J. S., Klok, C. J., Lighton, J. R. B., & Blackburn, T. M. (2007). Scaling of insect metabolic rate is inconsistent with the nutrient supply network model. Functional Ecology, 21(2), 282-290. doi:10.1111/j.1365-2435.2007.01245.x"	1.93E-05	kg						19.3	mg	3.42E-05	W			not specified			34.2	uW		25	1.772020725	W/kg									
Arthropoda	Insecta	Hymenoptera	Formicidae	Messor	Messor capensis	capensis		1	"Chown et al., 2007"	2007	"Chown, S. L., Marais, E., Terblanche, J. S., Klok, C. J., Lighton, J. R. B., & Blackburn, T. M. (2007). Scaling of insect metabolic rate is inconsistent with the nutrient supply network model. Functional Ecology, 21(2), 282-290. doi:10.1111/j.1365-2435.2007.01245.x"	3.50E-06	kg				DONTWARN: checked value correct		3.5	mg	1.53E-05	W			not specified	DONTWARN: checked value correct		10.8	uW		20	4.363858992	W/kg									
Arthropoda	Insecta	Hymenoptera	Formicidae	Messor	Messor capensis	capensis		1	"Chown et al., 2007"	2007	"Chown, S. L., Marais, E., Terblanche, J. S., Klok, C. J., Lighton, J. R. B., & Blackburn, T. M. (2007). Scaling of insect metabolic rate is inconsistent with the nutrient supply network model. Functional Ecology, 21(2), 282-290. doi:10.1111/j.1365-2435.2007.01245.x"	4.50E-06	kg				DONTWARN: checked value correct		4.5	mg	5.23E-06	W			not specified	DONTWARN: checked value correct		3.7	uW		20	1.162797818	W/kg									
Arthropoda	Insecta	Hymenoptera	Formicidae	Messor	Messor capensis	capensis		1	"Chown et al., 2007"	2007	"Chown, S. L., Marais, E., Terblanche, J. S., Klok, C. J., Lighton, J. R. B., & Blackburn, T. M. (2007). Scaling of insect metabolic rate is inconsistent with the nutrient supply network model. Functional Ecology, 21(2), 282-290. doi:10.1111/j.1365-2435.2007.01245.x"	4.80E-06	kg				DONTWARN: checked value correct		4.8	mg	1.60E-05	W			not specified	DONTWARN: checked value correct		11.3	uW		20	3.329294428	W/kg									
Arthropoda	Insecta	Hymenoptera	Formicidae	Messor	Messor capensis	capensis		1	"Chown et al., 2007"	2007	"Chown, S. L., Marais, E., Terblanche, J. S., Klok, C. J., Lighton, J. R. B., & Blackburn, T. M. (2007). Scaling of insect metabolic rate is inconsistent with the nutrient supply network model. Functional Ecology, 21(2), 282-290. doi:10.1111/j.1365-2435.2007.01245.x"	5.90E-06	kg				DONTWARN: checked value correct		5.9	mg	1.20E-05	W			not specified	DONTWARN: checked value correct		8.5	uW		20	2.037426319	W/kg									
Arthropoda	Insecta	Hymenoptera	Formicidae	Messor	Messor capensis	capensis		1	"Chown et al., 2007"	2007	"Chown, S. L., Marais, E., Terblanche, J. S., Klok, C. J., Lighton, J. R. B., & Blackburn, T. M. (2007). Scaling of insect metabolic rate is inconsistent with the nutrient supply network model. Functional Ecology, 21(2), 282-290. doi:10.1111/j.1365-2435.2007.01245.x"	6.50E-06	kg				DONTWARN: checked value correct		6.5	mg	4.34E-05	W			not specified	DONTWARN: checked value correct		30.7	uW		20	6.679439441	W/kg									
Arthropoda	Insecta	Hymenoptera	Formicidae	Messor	Messor capensis	capensis		1	"Chown et al., 2007"	2007	"Chown, S. L., Marais, E., Terblanche, J. S., Klok, C. J., Lighton, J. R. B., & Blackburn, T. M. (2007). Scaling of insect metabolic rate is inconsistent with the nutrient supply network model. Functional Ecology, 21(2), 282-290. doi:10.1111/j.1365-2435.2007.01245.x"	6.60E-06	kg				DONTWARN: checked value correct		6.6	mg	9.05E-06	W			not specified	DONTWARN: checked value correct		6.4	uW		20	1.371358606	W/kg									
Arthropoda	Insecta	Hymenoptera	Formicidae	Messor	Messor capensis	capensis		1	"Chown et al., 2007"	2007	"Chown, S. L., Marais, E., Terblanche, J. S., Klok, C. J., Lighton, J. R. B., & Blackburn, T. M. (2007). Scaling of insect metabolic rate is inconsistent with the nutrient supply network model. Functional Ecology, 21(2), 282-290. doi:10.1111/j.1365-2435.2007.01245.x"	6.60E-06	kg				DONTWARN: checked value correct		6.6	mg	2.23E-05	W			not specified	DONTWARN: checked value correct		15.8	uW		20	3.385541558	W/kg									
Arthropoda	Insecta	Hymenoptera	Formicidae	Messor	Messor capensis	capensis		1	"Chown et al., 2007"	2007	"Chown, S. L., Marais, E., Terblanche, J. S., Klok, C. J., Lighton, J. R. B., & Blackburn, T. M. (2007). Scaling of insect metabolic rate is inconsistent with the nutrient supply network model. Functional Ecology, 21(2), 282-290. doi:10.1111/j.1365-2435.2007.01245.x"	7.10E-06	kg				DONTWARN: checked value correct		7.1	mg	7.21E-06	W			not specified	DONTWARN: checked value correct		5.1	uW		20	1.015843545	W/kg									
Arthropoda	Insecta	Hymenoptera	Formicidae	Messor	Messor capensis	capensis		1	"Chown et al., 2007"	2007	"Chown, S. L., Marais, E., Terblanche, J. S., Klok, C. J., Lighton, J. R. B., & Blackburn, T. M. (2007). Scaling of insect metabolic rate is inconsistent with the nutrient supply network model. Functional Ecology, 21(2), 282-290. doi:10.1111/j.1365-2435.2007.01245.x"	7.60E-06	kg				DONTWARN: checked value correct		7.6	mg	3.11E-06	W			not specified	DONTWARN: checked value correct		2.2	uW		20	0.40937761	W/kg									
Arthropoda	Insecta	Hymenoptera	Formicidae	Messor	Messor capensis	capensis		1	"Chown et al., 2007"	2007	"Chown, S. L., Marais, E., Terblanche, J. S., Klok, C. J., Lighton, J. R. B., & Blackburn, T. M. (2007). Scaling of insect metabolic rate is inconsistent with the nutrient supply network model. Functional Ecology, 21(2), 282-290. doi:10.1111/j.1365-2435.2007.01245.x"	8.10E-06	kg				DONTWARN: checked value correct		8.1	mg	6.22E-06	W			not specified	DONTWARN: checked value correct		4.4	uW		20	0.768214775	W/kg									
Arthropoda	Insecta	Hymenoptera	Formicidae	Messor	Messor capensis	capensis		1	"Chown et al., 2007"	2007	"Chown, S. L., Marais, E., Terblanche, J. S., Klok, C. J., Lighton, J. R. B., & Blackburn, T. M. (2007). Scaling of insect metabolic rate is inconsistent with the nutrient supply network model. Functional Ecology, 21(2), 282-290. doi:10.1111/j.1365-2435.2007.01245.x"	8.40E-06	kg				DONTWARN: checked value correct		8.4	mg	5.66E-06	W			not specified	DONTWARN: checked value correct		4	uW		20	0.67343503	W/kg									
Arthropoda	Insecta	Hymenoptera	Formicidae	Messor	Messor capensis	capensis		1	"Chown et al., 2007"	2007	"Chown, S. L., Marais, E., Terblanche, J. S., Klok, C. J., Lighton, J. R. B., & Blackburn, T. M. (2007). Scaling of insect metabolic rate is inconsistent with the nutrient supply network model. Functional Ecology, 21(2), 282-290. doi:10.1111/j.1365-2435.2007.01245.x"	9.20E-06	kg				DONTWARN: checked value correct		9.2	mg	4.07E-05	W			not specified	DONTWARN: checked value correct		28.8	uW		20	4.427103326	W/kg									
Arthropoda	Insecta	Hymenoptera	Formicidae	Messor	Messor capensis	capensis		1	"Chown et al., 2007"	2007	"Chown, S. L., Marais, E., Terblanche, J. S., Klok, C. J., Lighton, J. R. B., & Blackburn, T. M. (2007). Scaling of insect metabolic rate is inconsistent with the nutrient supply network model. Functional Ecology, 21(2), 282-290. doi:10.1111/j.1365-2435.2007.01245.x"	9.50E-06	kg				DONTWARN: checked value correct		9.5	mg	3.65E-05	W			not specified	DONTWARN: checked value correct		25.8	uW		20	3.840706306	W/kg									
Arthropoda	Insecta	Hymenoptera	Formicidae	Messor	Messor capensis	capensis		1	"Chown et al., 2007"	2007	"Chown, S. L., Marais, E., Terblanche, J. S., Klok, C. J., Lighton, J. R. B., & Blackburn, T. M. (2007). Scaling of insect metabolic rate is inconsistent with the nutrient supply network model. Functional Ecology, 21(2), 282-290. doi:10.1111/j.1365-2435.2007.01245.x"	9.90E-06	kg				DONTWARN: checked value correct		9.9	mg	8.91E-06	W			not specified	DONTWARN: checked value correct		6.3	uW		20	0.899954085	W/kg									
Arthropoda	Insecta	Hymenoptera	Formicidae	Messor	Messor capensis	capensis		1	"Chown et al., 2007"	2007	"Chown, S. L., Marais, E., Terblanche, J. S., Klok, C. J., Lighton, J. R. B., & Blackburn, T. M. (2007). Scaling of insect metabolic rate is inconsistent with the nutrient supply network model. Functional Ecology, 21(2), 282-290. doi:10.1111/j.1365-2435.2007.01245.x"	9.90E-06	kg				DONTWARN: checked value correct		9.9	mg	1.73E-05	W			not specified	DONTWARN: checked value correct		12.2	uW		20	1.742768228	W/kg									
Arthropoda	Insecta	Hymenoptera	Formicidae	Messor	Messor capensis	capensis		1	"Chown et al., 2007"	2007	"Chown, S. L., Marais, E., Terblanche, J. S., Klok, C. J., Lighton, J. R. B., & Blackburn, T. M. (2007). Scaling of insect metabolic rate is inconsistent with the nutrient supply network model. Functional Ecology, 21(2), 282-290. doi:10.1111/j.1365-2435.2007.01245.x"	9.90E-06	kg				DONTWARN: checked value correct		9.9	mg	2.21E-05	W			not specified	DONTWARN: checked value correct		15.6	uW		20	2.228457735	W/kg									
Arthropoda	Insecta	Hymenoptera	Formicidae	Messor	Messor capensis	capensis		1	"Chown et al., 2007"	2007	"Chown, S. L., Marais, E., Terblanche, J. S., Klok, C. J., Lighton, J. R. B., & Blackburn, T. M. (2007). Scaling of insect metabolic rate is inconsistent with the nutrient supply network model. Functional Ecology, 21(2), 282-290. doi:10.1111/j.1365-2435.2007.01245.x"	9.90E-06	kg				DONTWARN: checked value correct		9.9	mg	2.16E-05	W			not specified	DONTWARN: checked value correct		15.3	uW		20	2.185602778	W/kg									
Arthropoda	Insecta	Hymenoptera	Formicidae	Messor	Messor capensis	capensis		1	"Chown et al., 2007"	2007	"Chown, S. L., Marais, E., Terblanche, J. S., Klok, C. J., Lighton, J. R. B., & Blackburn, T. M. (2007). Scaling of insect metabolic rate is inconsistent with the nutrient supply network model. Functional Ecology, 21(2), 282-290. doi:10.1111/j.1365-2435.2007.01245.x"	1.04E-05	kg				DONTWARN: checked value correct		10.4	mg	1.37E-05	W			not specified	DONTWARN: checked value correct		9.7	uW		20	1.319026111	W/kg									
Arthropoda	Insecta	Hymenoptera	Formicidae	Messor	Messor capensis	capensis		1	"Chown et al., 2007"	2007	"Chown, S. L., Marais, E., Terblanche, J. S., Klok, C. J., Lighton, J. R. B., & Blackburn, T. M. (2007). Scaling of insect metabolic rate is inconsistent with the nutrient supply network model. Functional Ecology, 21(2), 282-290. doi:10.1111/j.1365-2435.2007.01245.x"	1.05E-05	kg				DONTWARN: checked value correct		10.5	mg	6.79E-06	W			not specified	DONTWARN: checked value correct		4.8	uW		20	0.646497629	W/kg									
Arthropoda	Insecta	Hymenoptera	Formicidae	Messor	Messor capensis	capensis		1	"Chown et al., 2007"	2007	"Chown, S. L., Marais, E., Terblanche, J. S., Klok, C. J., Lighton, J. R. B., & Blackburn, T. M. (2007). Scaling of insect metabolic rate is inconsistent with the nutrient supply network model. Functional Ecology, 21(2), 282-290. doi:10.1111/j.1365-2435.2007.01245.x"	1.07E-05	kg				DONTWARN: checked value correct		10.7	mg	9.90E-06	W			not specified	DONTWARN: checked value correct		7	uW		20	0.925186443	W/kg									
Arthropoda	Insecta	Hymenoptera	Formicidae	Messor	Messor capensis	capensis		1	"Chown et al., 2007"	2007	"Chown, S. L., Marais, E., Terblanche, J. S., Klok, C. J., Lighton, J. R. B., & Blackburn, T. M. (2007). Scaling of insect metabolic rate is inconsistent with the nutrient supply network model. Functional Ecology, 21(2), 282-290. doi:10.1111/j.1365-2435.2007.01245.x"	1.07E-05	kg				DONTWARN: checked value correct		10.7	mg	7.48E-05	W			not specified	DONTWARN: checked value correct		52.9	uW		20	6.991766117	W/kg									
Arthropoda	Insecta	Hymenoptera	Formicidae	Messor	Messor capensis	capensis		1	"Chown et al., 2007"	2007	"Chown, S. L., Marais, E., Terblanche, J. S., Klok, C. J., Lighton, J. R. B., & Blackburn, T. M. (2007). Scaling of insect metabolic rate is inconsistent with the nutrient supply network model. Functional Ecology, 21(2), 282-290. doi:10.1111/j.1365-2435.2007.01245.x"	1.09E-05	kg				DONTWARN: checked value correct		10.9	mg	7.21E-06	W			not specified	DONTWARN: checked value correct		5.1	uW		20	0.661696254	W/kg									
Arthropoda	Insecta	Hymenoptera	Formicidae	Messor	Messor capensis	capensis		1	"Chown et al., 2007"	2007	"Chown, S. L., Marais, E., Terblanche, J. S., Klok, C. J., Lighton, J. R. B., & Blackburn, T. M. (2007). Scaling of insect metabolic rate is inconsistent with the nutrient supply network model. Functional Ecology, 21(2), 282-290. doi:10.1111/j.1365-2435.2007.01245.x"	1.10E-05	kg				DONTWARN: checked value correct		11	mg	4.65E-05	W			not specified	DONTWARN: checked value correct		32.9	uW		20	4.2297842	W/kg									
Arthropoda	Insecta	Hymenoptera	Formicidae	Messor	Messor capensis	capensis		1	"Chown et al., 2007"	2007	"Chown, S. L., Marais, E., Terblanche, J. S., Klok, C. J., Lighton, J. R. B., & Blackburn, T. M. (2007). Scaling of insect metabolic rate is inconsistent with the nutrient supply network model. Functional Ecology, 21(2), 282-290. doi:10.1111/j.1365-2435.2007.01245.x"	1.10E-05	kg				DONTWARN: checked value correct		11	mg	2.22E-05	W			not specified	DONTWARN: checked value correct		15.7	uW		20	2.018468448	W/kg									
Arthropoda	Insecta	Hymenoptera	Formicidae	Messor	Messor capensis	capensis		1	"Chown et al., 2007"	2007	"Chown, S. L., Marais, E., Terblanche, J. S., Klok, C. J., Lighton, J. R. B., & Blackburn, T. M. (2007). Scaling of insect metabolic rate is inconsistent with the nutrient supply network model. Functional Ecology, 21(2), 282-290. doi:10.1111/j.1365-2435.2007.01245.x"	1.14E-05	kg				DONTWARN: checked value correct		11.4	mg	7.92E-06	W			not specified	DONTWARN: checked value correct		5.6	uW		20	0.694701399	W/kg									
Arthropoda	Insecta	Hymenoptera	Formicidae	Messor	Messor capensis	capensis		1	"Chown et al., 2007"	2007	"Chown, S. L., Marais, E., Terblanche, J. S., Klok, C. J., Lighton, J. R. B., & Blackburn, T. M. (2007). Scaling of insect metabolic rate is inconsistent with the nutrient supply network model. Functional Ecology, 21(2), 282-290. doi:10.1111/j.1365-2435.2007.01245.x"	1.16E-05	kg				DONTWARN: checked value correct		11.6	mg	3.08E-05	W			not specified	DONTWARN: checked value correct		21.8	uW		20	2.657746178	W/kg									
Arthropoda	Insecta	Hymenoptera	Formicidae	Messor	Messor capensis	capensis		1	"Chown et al., 2007"	2007	"Chown, S. L., Marais, E., Terblanche, J. S., Klok, C. J., Lighton, J. R. B., & Blackburn, T. M. (2007). Scaling of insect metabolic rate is inconsistent with the nutrient supply network model. Functional Ecology, 21(2), 282-290. doi:10.1111/j.1365-2435.2007.01245.x"	1.21E-05	kg				DONTWARN: checked value correct		12.1	mg	1.00E-05	W			not specified	DONTWARN: checked value correct		7.1	uW		20	0.829827793	W/kg									
Arthropoda	Insecta	Hymenoptera	Formicidae	Messor	Messor capensis	capensis		1	"Chown et al., 2007"	2007	"Chown, S. L., Marais, E., Terblanche, J. S., Klok, C. J., Lighton, J. R. B., & Blackburn, T. M. (2007). Scaling of insect metabolic rate is inconsistent with the nutrient supply network model. Functional Ecology, 21(2), 282-290. doi:10.1111/j.1365-2435.2007.01245.x"	1.22E-05	kg				DONTWARN: checked value correct		12.2	mg	3.82E-05	W			not specified	DONTWARN: checked value correct		27	uW		20	3.1298169	W/kg									
Arthropoda	Insecta	Hymenoptera	Formicidae	Messor	Messor capensis	capensis		1	"Chown et al., 2007"	2007	"Chown, S. L., Marais, E., Terblanche, J. S., Klok, C. J., Lighton, J. R. B., & Blackburn, T. M. (2007). Scaling of insect metabolic rate is inconsistent with the nutrient supply network model. Functional Ecology, 21(2), 282-290. doi:10.1111/j.1365-2435.2007.01245.x"	1.23E-05	kg				DONTWARN: checked value correct		12.3	mg	2.46E-05	W			not specified	DONTWARN: checked value correct		17.4	uW		20	2.000594796	W/kg									
Arthropoda	Insecta	Hymenoptera	Formicidae	Messor	Messor capensis	capensis		1	"Chown et al., 2007"	2007	"Chown, S. L., Marais, E., Terblanche, J. S., Klok, C. J., Lighton, J. R. B., & Blackburn, T. M. (2007). Scaling of insect metabolic rate is inconsistent with the nutrient supply network model. Functional Ecology, 21(2), 282-290. doi:10.1111/j.1365-2435.2007.01245.x"	1.26E-05	kg				DONTWARN: checked value correct		12.6	mg	6.08E-06	W			not specified	DONTWARN: checked value correct		4.3	uW		20	0.482628438	W/kg									
Arthropoda	Insecta	Hymenoptera	Formicidae	Messor	Messor capensis	capensis		1	"Chown et al., 2007"	2007	"Chown, S. L., Marais, E., Terblanche, J. S., Klok, C. J., Lighton, J. R. B., & Blackburn, T. M. (2007). Scaling of insect metabolic rate is inconsistent with the nutrient supply network model. Functional Ecology, 21(2), 282-290. doi:10.1111/j.1365-2435.2007.01245.x"	1.29E-05	kg				DONTWARN: checked value correct		12.9	mg	4.72E-05	W			not specified	DONTWARN: checked value correct		33.4	uW		20	3.661607208	W/kg									
Arthropoda	Insecta	Hymenoptera	Formicidae	Messor	Messor capensis	capensis		1	"Chown et al., 2007"	2007	"Chown, S. L., Marais, E., Terblanche, J. S., Klok, C. J., Lighton, J. R. B., & Blackburn, T. M. (2007). Scaling of insect metabolic rate is inconsistent with the nutrient supply network model. Functional Ecology, 21(2), 282-290. doi:10.1111/j.1365-2435.2007.01245.x"	1.36E-05	kg				DONTWARN: checked value correct		13.6	mg	4.74E-05	W			not specified	DONTWARN: checked value correct		33.5	uW		20	3.48354076	W/kg									
Arthropoda	Insecta	Hymenoptera	Formicidae	Messor	Messor capensis	capensis		1	"Chown et al., 2007"	2007	"Chown, S. L., Marais, E., Terblanche, J. S., Klok, C. J., Lighton, J. R. B., & Blackburn, T. M. (2007). Scaling of insect metabolic rate is inconsistent with the nutrient supply network model. Functional Ecology, 21(2), 282-290. doi:10.1111/j.1365-2435.2007.01245.x"	1.36E-05	kg				DONTWARN: checked value correct		13.6	mg	6.05E-05	W			not specified	DONTWARN: checked value correct		42.8	uW		20	4.45061327	W/kg									
Arthropoda	Insecta	Hymenoptera	Formicidae	Messor	Messor capensis	capensis		1	"Chown et al., 2007"	2007	"Chown, S. L., Marais, E., Terblanche, J. S., Klok, C. J., Lighton, J. R. B., & Blackburn, T. M. (2007). Scaling of insect metabolic rate is inconsistent with the nutrient supply network model. Functional Ecology, 21(2), 282-290. doi:10.1111/j.1365-2435.2007.01245.x"	1.37E-05	kg				DONTWARN: checked value correct		13.7	mg	1.53E-05	W			not specified	DONTWARN: checked value correct		10.8	uW		20	1.114854487	W/kg									
Arthropoda	Insecta	Hymenoptera	Formicidae	Messor	Messor capensis	capensis		1	"Chown et al., 2007"	2007	"Chown, S. L., Marais, E., Terblanche, J. S., Klok, C. J., Lighton, J. R. B., & Blackburn, T. M. (2007). Scaling of insect metabolic rate is inconsistent with the nutrient supply network model. Functional Ecology, 21(2), 282-290. doi:10.1111/j.1365-2435.2007.01245.x"	1.40E-05	kg				DONTWARN: checked value correct		14	mg	7.62E-05	W			not specified	DONTWARN: checked value correct		53.9	uW		20	5.444722215	W/kg									
Arthropoda	Insecta	Hymenoptera	Formicidae	Messor	Messor capensis	capensis		1	"Chown et al., 2007"	2007	"Chown, S. L., Marais, E., Terblanche, J. S., Klok, C. J., Lighton, J. R. B., & Blackburn, T. M. (2007). Scaling of insect metabolic rate is inconsistent with the nutrient supply network model. Functional Ecology, 21(2), 282-290. doi:10.1111/j.1365-2435.2007.01245.x"	1.58E-05	kg				DONTWARN: checked value correct		15.8	mg	9.81E-05	W			not specified	DONTWARN: checked value correct		69.4	uW		20	6.211798812	W/kg									
