Event.ID,Species.ID.reported,gbif.binomial,class,family,Movement.type,Movement.measure,Value,Units,Statistic,Movement.mode,Body.mass,Body.mass.units,Study.type,MetaRef,Reference,Body.mass.source,Movement Mode Ref
2140,Microtus agrestis,Microtus agrestis,Mammalia,Cricetidae,Dispersal,Distance,190,m,Maximum,Running,23,g,Metastudy,Sutherland et al. 2000,Sandell et al. 1990,Sutherland et al. 2000,Inferred from Class:  Mammalia
2141,Microtus arvalis,Microtus arvalis,Mammalia,Cricetidae,Dispersal,Distance,200,m,Maximum,Running,22,g,Metastudy,Sutherland et al. 2000,Boyce and Boyce 1988,Sutherland et al. 2000,Inferred from Class:  Mammalia
2143,Microtus ochrogaster,Microtus ochrogaster,Mammalia,Cricetidae,Dispersal,Distance,140,m,Maximum,Running,28,g,Metastudy,Sutherland et al. 2000,McGuire et al. 1993,Sutherland et al. 2000,Inferred from Class:  Mammalia
2144,Microtus ochrogaster,Microtus ochrogaster,Mammalia,Cricetidae,Dispersal,Distance,130,m,Maximum,Running,33,g,Metastudy,Sutherland et al. 2000,McGuire et al. 1993,Sutherland et al. 2000,Inferred from Class:  Mammalia
2145,Microtus oeconomus,Microtus oeconomus,Mammalia,Cricetidae,Dispersal,Distance,1000,m,Maximum,Running,32,g,Metastudy,Sutherland et al. 2000,Steen 1994,Sutherland et al. 2000,Inferred from Class:  Mammalia
2147,Microtus pennsylvanicus,Microtus pennsylvanicus,Mammalia,Cricetidae,Dispersal,Distance,250,m,Maximum,Running,40,g,Metastudy,Sutherland et al. 2000,Mihok et al. 1988,Sutherland et al. 2000,Inferred from Class:  Mammalia
2148,Microtus townsendi,Microtus townsendii,Mammalia,Cricetidae,Dispersal,Distance,70,m,Maximum,Running,32,g,Metastudy,Sutherland et al. 2000,Lambin 1994,Sutherland et al. 2000,Inferred from Class:  Mammalia
2150,Microtus townsendi,Microtus townsendii,Mammalia,Cricetidae,Dispersal,Distance,50,m,Maximum,Running,32,g,Metastudy,Sutherland et al. 2000,Lambin 1994,Sutherland et al. 2000,Inferred from Class:  Mammalia
2152,Microtus xanthognathus,Microtus xanthognathus,Mammalia,Cricetidae,Dispersal,Distance,300,m,Maximum,Running,135000,g,Metastudy,Sutherland et al. 2000,Wolff and Lidicker 1980,Sutherland et al. 2000,Inferred from Class:  Mammalia
2153,Peromyscus californicus,Peromyscus californicus,Mammalia,Cricetidae,Dispersal,Distance,450,m,Maximum,Running,18,g,Metastudy,Sutherland et al. 2000,Ribble 1992,Sutherland et al. 2000,Inferred from Class:  Mammalia
2155,Peromyscus californicus,Peromyscus californicus,Mammalia,Cricetidae,Dispersal,Distance,790,m,Maximum,Running,18,g,Metastudy,Sutherland et al. 2000,Ribble 1992,Sutherland et al. 2000,Inferred from Class:  Mammalia
2157,Peromyscus longicaudus,Peromyscus,Mammalia,Cricetidae,Dispersal,Distance,230,m,Maximum,Running,8,g,Metastudy,Sutherland et al. 2000,Allred and Beck 1963,Sutherland et al. 2000,Inferred from Class:  Mammalia
2158,Peromyscus longicaudus,Peromyscus,Mammalia,Cricetidae,Dispersal,Distance,240,m,Maximum,Running,8,g,Metastudy,Sutherland et al. 2000,Allred and Beck 1963,Sutherland et al. 2000,Inferred from Class:  Mammalia
2159,Peromyscus maniculatus,Peromyscus maniculatus,Mammalia,Cricetidae,Dispersal,Distance,880,m,Maximum,Running,15,g,Metastudy,Sutherland et al. 2000,Dice and Howard 1951,Sutherland et al. 2000,Inferred from Class:  Mammalia
2161,Peromyscus maniculatus,Peromyscus maniculatus,Mammalia,Cricetidae,Dispersal,Distance,1010,m,Maximum,Running,15,g,Metastudy,Sutherland et al. 2000,Dice and Howard 1951,Sutherland et al. 2000,Inferred from Class:  Mammalia
2163,Apodemus sylvaticus,Apodemus sylvaticus,Mammalia,Muridae,Dispersal,Distance,500,m,Maximum,Running,20,g,Metastudy,Sutherland et al. 2000,Dickman and Doncaster 1989,Sutherland et al. 2000,Inferred from Class:  Mammalia
2164,Ondatra zibethicus,Ondatra zibethicus,Mammalia,Cricetidae,Dispersal,Distance,3370,m,Maximum,Running,1048,g,Metastudy,Sutherland et al. 2000,Fitch 1958,Sutherland et al. 2000,Inferred from Class:  Mammalia
2165,Ochotona princeps,Ochotona princeps,Mammalia,Ochotonidae,Dispersal,Distance,400,m,Maximum,Running,157.63,g,Metastudy,Sutherland et al. 2000,Peacock and Smith 1997,Wilman et al 2014,Inferred from Class:  Mammalia
2167,Lepus americanus,Lepus americanus,Mammalia,Leporidae,Dispersal,Distance,20100,m,Maximum,Running,1430,g,Metastudy,Sutherland et al. 2000,OÃ¢â‚¬â„¢Farrell 1965,Sutherland et al. 2000,Inferred from Class:  Mammalia
2168,Lepus europea,Lepus europaeus,Mammalia,Leporidae,Dispersal,Distance,9000,m,Maximum,Running,4500,g,Metastudy,Sutherland et al. 2000,Broekhuisen and Maaskamp 1982,Sutherland et al. 2000,Inferred from Class:  Mammalia
2169,Lepus timidus,Lepus timidus,Mammalia,Leporidae,Dispersal,Distance,200000,m,Maximum,Running,2750,g,Metastudy,Sutherland et al. 2000,AngerbjÃƒÂ¶rn and Flux 1995,Sutherland et al. 2000,Inferred from Class:  Mammalia
2171,Lepus californicus,Lepus californicus,Mammalia,Leporidae,Dispersal,Distance,45000,m,Maximum,Running,2200,g,Metastudy,Sutherland et al. 2000,Best 1996,Sutherland et al. 2000,Inferred from Class:  Mammalia
2172,Sylvilagus bachmani,Sylvilagus bachmani,Mammalia,Leporidae,Dispersal,Distance,350,m,Maximum,Running,841,g,Metastudy,Sutherland et al. 2000,Shields 1960,Sutherland et al. 2000,Inferred from Class:  Mammalia
2173,Sylvilagus floridanus,Sylvilagus floridanus,Mammalia,Leporidae,Dispersal,Distance,3900,m,Maximum,Running,1100,g,Metastudy,Sutherland et al. 2000,Chapman and Trethewey 1972,Sutherland et al. 2000,Inferred from Class:  Mammalia
2174,Sylvilagus floridanus,Sylvilagus floridanus,Mammalia,Leporidae,Dispersal,Distance,2300,m,Maximum,Running,1200,g,Metastudy,Sutherland et al. 2000,Chapman and Trethewey 1972,Sutherland et al. 2000,Inferred from Class:  Mammalia
2175,Odocoileus hemionus columbianus,Odocoileus hemionus columbianus,Mammalia,Cervidae,Dispersal,Distance,15200,m,Maximum,Running,64638.00000000001,g,Metastudy,Sutherland et al. 2000,Bunnell and Harestad 1983,Sutherland et al. 2000,Inferred from Class:  Mammalia
2177,Odocoileus hemionus columbianus,Odocoileus hemionus columbianus,Mammalia,Cervidae,Dispersal,Distance,12200,m,Maximum,Running,64638.00000000001,g,Metastudy,Sutherland et al. 2000,Bunnell and Harestad 1983,Sutherland et al. 2000,Inferred from Class:  Mammalia
2179,Odocoileus hemionus hemionus,Odocoileus hemionus hemionus,Mammalia,Cervidae,Dispersal,Distance,7340,m,Maximum,Running,82500,g,Metastudy,Sutherland et al. 2000,Robinette 1966,Sutherland et al. 2000,Inferred from Class:  Mammalia
2180,Odocoileus hemionus hemionus,Odocoileus hemionus hemionus,Mammalia,Cervidae,Dispersal,Distance,8220,m,Maximum,Running,51750,g,Metastudy,Sutherland et al. 2000,Robinette 1966,Sutherland et al. 2000,Inferred from Class:  Mammalia
2181,Odocoileus virginianus,Odocoileus virginianus,Mammalia,Cervidae,Dispersal,Distance,11740,m,Maximum,Running,86410,g,Metastudy,Sutherland et al. 2000,Nelson and Mech 1992,Sutherland et al. 2000,Inferred from Class:  Mammalia
2184,Alces alces,Alces alces,Mammalia,Cervidae,Dispersal,Distance,118000,m,Maximum,Running,481830,g,Metastudy,Sutherland et al. 2000,Pullianen 1974,Sutherland et al. 2000,Inferred from Class:  Mammalia
2185,Cervus canadensis,Cervus canadensis,Mammalia,Cervidae,Dispersal,Distance,18500,m,Maximum,Running,315000,g,Metastudy,Sutherland et al. 2000,Brazda 1953,Sutherland et al. 2000,Inferred from Class:  Mammalia
2186,Cervus canadensis,Cervus canadensis,Mammalia,Cervidae,Dispersal,Distance,18500,m,Maximum,Running,225000,g,Metastudy,Sutherland et al. 2000,Brazda 1953,Sutherland et al. 2000,Inferred from Class:  Mammalia
2487,Didelphis virginiana,Didelphis virginiana,Mammalia,Didelphidae,Dispersal,Distance,5150,m,Maximum,Running,2195.48,g,Metastudy,Santini et al. 2013,VanDruff 1969,Wilman et al 2014,Inferred from Class:  Mammalia
2488,Didelphis virginiana,Didelphis virginiana,Mammalia,Didelphidae,Dispersal,Distance,4300,m,Maximum,Running,2195.48,g,Metastudy,Santini et al. 2013,VanDruff 1969,Wilman et al 2014,Inferred from Class:  Mammalia
2489,Didelphis virginiana,Didelphis virginiana,Mammalia,Didelphidae,Dispersal,Distance,5910,m,Maximum,Running,2195.48,g,Metastudy,Santini et al. 2013,Gillette 1980,Wilman et al 2014,Inferred from Class:  Mammalia
2490,Didelphis virginiana,Didelphis virginiana,Mammalia,Didelphidae,Dispersal,Distance,3780,m,Maximum,Running,2195.48,g,Metastudy,Santini et al. 2013,Gillette 1980,Wilman et al 2014,Inferred from Class:  Mammalia
2491,Macropus rufus,Macropus rufus,Mammalia,Macropodidae,Dispersal,Distance,323000,m,Maximum,Running,46250,g,Metastudy,Santini et al. 2013,Priddel. Wellard & Shepherd 1988,Wilman et al 2014,Inferred from Class:  Mammalia
2492,Macropus fuliginosus,Macropus fuliginosus,Mammalia,Macropodidae,Dispersal,Distance,85000,m,Maximum,Running,22000,g,Metastudy,Santini et al. 2013,Priddel. Wellard & Shepherd 1988,Wilman et al 2014,Inferred from Class:  Mammalia
2511,Bettongia lesueur,Bettongia lesueur,Mammalia,Potoroidae,Dispersal,Distance,6200,m,Maximum,Running,1500,g,Metastudy,Santini et al. 2013,Parsons. Short & Calver 2002,Wilman et al 2014,Inferred from Class:  Mammalia
2512,Bettongia lesueur,Bettongia lesueur,Mammalia,Potoroidae,Dispersal,Distance,2500,m,Maximum,Running,1500,g,Metastudy,Santini et al. 2013,Parsons. Short & Calver 2002,Wilman et al 2014,Inferred from Class:  Mammalia
2518,Phascogale calura,Phascogale calura,Mammalia,Dasyuridae,Dispersal,Distance,800,m,Maximum,Running,51.5,g,Metastudy,Santini et al. 2013,Bradley 1997,Wilman et al 2014,Inferred from Class:  Mammalia
2521,Phascogale tapotafa,Phascogale tapoatafa,Mammalia,Dasyuridae,Dispersal,Distance,6800,m,Maximum,Running,193.5,g,Metastudy,Santini et al. 2013,Soderquist & Lill 1995,Wilman et al 2014,Inferred from Class:  Mammalia
2522,Phascogale tapotafa,Phascogale tapoatafa,Mammalia,Dasyuridae,Dispersal,Distance,1700,m,Maximum,Running,193.5,g,Metastudy,Santini et al. 2013,Soderquist & Lill 1995,Wilman et al 2014,Inferred from Class:  Mammalia
2525,Sminthopsis youngsoni,Sminthopsis youngsoni,Mammalia,Dasyuridae,Dispersal,Distance,5700,m,Maximum,Running,10.1,g,Metastudy,Santini et al. 2013,Letnic 2002,Wilman et al 2014,Inferred from Class:  Mammalia
2526,Sminthopsis youngsoni,Sminthopsis youngsoni,Mammalia,Dasyuridae,Dispersal,Distance,3000,m,Maximum,Running,10.1,g,Metastudy,Santini et al. 2013,Letnic 2002,Wilman et al 2014,Inferred from Class:  Mammalia
2527,Ursus americanus,Ursus americanus,Mammalia,Ursidae,Dispersal,Distance,200000,m,Maximum,Running,99949.36,g,Metastudy,Santini et al. 2013,Elowe & Dodge 1989,Wilman et al 2014,Inferred from Class:  Mammalia
2528,Ursus americanus,Ursus americanus,Mammalia,Ursidae,Dispersal,Distance,15000,m,Maximum,Running,99949.36,g,Metastudy,Santini et al. 2013,Elowe & Dodge 1989,Wilman et al 2014,Inferred from Class:  Mammalia
2529,Ursus americanus,Ursus americanus,Mammalia,Ursidae,Dispersal,Distance,500000,m,Maximum,Running,99949.36,g,Metastudy,Santini et al. 2013,Stratman et al. 2001,Wilman et al 2014,Inferred from Class:  Mammalia
2530,Ursus americanus,Ursus americanus,Mammalia,Ursidae,Dispersal,Distance,99000,m,Maximum,Running,99949.36,g,Metastudy,Santini et al. 2013,Rutherglen & Herbison 1977,Wilman et al 2014,Inferred from Class:  Mammalia
2531,Ursus americanus,Ursus americanus,Mammalia,Ursidae,Dispersal,Distance,418000,m,Maximum,Running,99949.36,g,Metastudy,Santini et al. 2013,Rogers 1974,Wilman et al 2014,Inferred from Class:  Mammalia
2532,Ursus americanus,Ursus americanus,Mammalia,Ursidae,Dispersal,Distance,179000,m,Maximum,Running,99949.36,g,Metastudy,Santini et al. 2013,Payne 1975,Wilman et al 2014,Inferred from Class:  Mammalia
2537,Ursus americanus,Ursus americanus,Mammalia,Ursidae,Dispersal,Distance,219000,m,Maximum,Running,99949.36,g,Metastudy,Santini et al. 2013,Rogers 1987b,Wilman et al 2014,Inferred from Class:  Mammalia
2538,Ursus americanus,Ursus americanus,Mammalia,Ursidae,Dispersal,Distance,11000,m,Maximum,Running,99949.36,g,Metastudy,Santini et al. 2013,Rogers 1987b,Wilman et al 2014,Inferred from Class:  Mammalia
2541,Ursus americanus,Ursus americanus,Mammalia,Ursidae,Dispersal,Distance,224000,m,Maximum,Running,99949.36,g,Metastudy,Santini et al. 2013,Rogers 1987a,Wilman et al 2014,Inferred from Class:  Mammalia
2544,Ursus arctos,Ursus arctos,Mammalia,Ursidae,Dispersal,Distance,67000,m,Maximum,Running,180520.42,g,Metastudy,Santini et al. 2013,McLellan & Hovey 2001,Wilman et al 2014,Inferred from Class:  Mammalia
2545,Ursus arctos,Ursus arctos,Mammalia,Ursidae,Dispersal,Distance,20000,m,Maximum,Running,180520.42,g,Metastudy,Santini et al. 2013,McLellan & Hovey 2001,Wilman et al 2014,Inferred from Class:  Mammalia
2546,Ursus arctos,Ursus arctos,Mammalia,Ursidae,Dispersal,Distance,258000,m,Maximum,Running,180520.42,g,Metastudy,Santini et al. 2013,Miller & Ballard 1982,Wilman et al 2014,Inferred from Class:  Mammalia
2547,Ursus arctos,Ursus arctos,Mammalia,Ursidae,Dispersal,Distance,134000,m,Maximum,Running,180520.42,g,Metastudy,Santini et al. 2013,Glenn & Miller 1980,Wilman et al 2014,Inferred from Class:  Mammalia
2548,Ursus arctos,Ursus arctos,Mammalia,Ursidae,Dispersal,Distance,82000,m,Maximum,Running,180520.42,g,Metastudy,Santini et al. 2013,Glenn & Miller 1980,Wilman et al 2014,Inferred from Class:  Mammalia
2551,Ursus arctos,Ursus arctos,Mammalia,Ursidae,Dispersal,Distance,467000,m,Maximum,Running,180520.42,g,Metastudy,Santini et al. 2013,StÃƒÂ¸en et al. 2006,Wilman et al 2014,Inferred from Class:  Mammalia
2552,Ursus arctos,Ursus arctos,Mammalia,Ursidae,Dispersal,Distance,90000,m,Maximum,Running,180520.42,g,Metastudy,Santini et al. 2013,StÃƒÂ¸en et al. 2006,Wilman et al 2014,Inferred from Class:  Mammalia
2553,Ursus arctos,Ursus arctos,Mammalia,Ursidae,Dispersal,Distance,112650,m,Maximum,Running,180520.42,g,Metastudy,Santini et al. 2013,Pearson 1972,Wilman et al 2014,Inferred from Class:  Mammalia
2559,Ailuropoda melanoleuca,Ailuropoda melanoleuca,Mammalia,Ursidae,Dispersal,Distance,34000,m,Maximum,Running,108400,g,Metastudy,Santini et al. 2013,Pan et al. in Zhan et al. 2007,Wilman et al 2014,Inferred from Class:  Mammalia
2560,Procyon lotor,Procyon lotor,Mammalia,Procyonidae,Dispersal,Distance,23500,m,Maximum,Running,5524.97,g,Metastudy,Santini et al. 2013,Fritzell 1978,Wilman et al 2014,Inferred from Class:  Mammalia
2561,Procyon lotor,Procyon lotor,Mammalia,Procyonidae,Dispersal,Distance,19310,m,Maximum,Running,5524.97,g,Metastudy,Santini et al. 2013,Ellis 1964,Wilman et al 2014,Inferred from Class:  Mammalia
2562,Procyon lotor,Procyon lotor,Mammalia,Procyonidae,Dispersal,Distance,4830,m,Maximum,Running,5524.97,g,Metastudy,Santini et al. 2013,Urban 1970,Wilman et al 2014,Inferred from Class:  Mammalia
2565,Procyon lotor,Procyon lotor,Mammalia,Procyonidae,Dispersal,Distance,43450,m,Maximum,Running,5524.97,g,Metastudy,Santini et al. 2013,Stuewer 1943,Wilman et al 2014,Inferred from Class:  Mammalia
2566,Procyon lotor,Procyon lotor,Mammalia,Procyonidae,Dispersal,Distance,25750,m,Maximum,Running,5524.97,g,Metastudy,Santini et al. 2013,Stuewer 1943,Wilman et al 2014,Inferred from Class:  Mammalia
2567,Procyon lotor,Procyon lotor,Mammalia,Procyonidae,Dispersal,Distance,34000,m,Maximum,Running,5524.97,g,Metastudy,Santini et al. 2013,Clark et al. 1989,Wilman et al 2014,Inferred from Class:  Mammalia
2568,Procyon lotor,Procyon lotor,Mammalia,Procyonidae,Dispersal,Distance,29500,m,Maximum,Running,5524.97,g,Metastudy,Santini et al. 2013,Tabatabai & Kennedy 1989,Wilman et al 2014,Inferred from Class:  Mammalia
2570,Procyon lotor,Procyon lotor,Mammalia,Procyonidae,Dispersal,Distance,254000,m,Maximum,Running,5524.97,g,Metastudy,Santini et al. 2013,Lynch 1967,Wilman et al 2014,Inferred from Class:  Mammalia
2571,Procyon lotor,Procyon lotor,Mammalia,Procyonidae,Dispersal,Distance,265500,m,Maximum,Running,5524.97,g,Metastudy,Santini et al. 2013,Priewert 1961,Wilman et al 2014,Inferred from Class:  Mammalia
2573,Martes americana,Martes americana,Mammalia,Mustelidae,Dispersal,Distance,91000,m,Maximum,Running,1250,g,Metastudy,Santini et al. 2013,Johnson et al. 2009,Wilman et al 2014,Inferred from Class:  Mammalia
2574,Martes americana,Martes americana,Mammalia,Mustelidae,Dispersal,Distance,96000,m,Maximum,Running,1250,g,Metastudy,Santini et al. 2013,Johnson et al. 2009,Wilman et al 2014,Inferred from Class:  Mammalia
2577,Martes americana,Martes americana,Mammalia,Mustelidae,Dispersal,Distance,214000,m,Maximum,Running,1250,g,Metastudy,Santini et al. 2013,Johnson et al. 2009,Wilman et al 2014,Inferred from Class:  Mammalia
2578,Martes americana,Martes americana,Mammalia,Mustelidae,Dispersal,Distance,181000,m,Maximum,Running,1250,g,Metastudy,Santini et al. 2013,Johnson et al. 2009,Wilman et al 2014,Inferred from Class:  Mammalia
2581,Martes americana,Martes americana,Mammalia,Mustelidae,Dispersal,Distance,50000,m,Maximum,Running,1250,g,Metastudy,Santini et al. 2013,Broquet et al. 2006,Wilman et al 2014,Inferred from Class:  Mammalia
2584,Martes americana,Martes americana,Mammalia,Mustelidae,Dispersal,Distance,42500,m,Maximum,Running,1250,g,Metastudy,Santini et al. 2013,Broquet et al. 2006,Wilman et al 2014,Inferred from Class:  Mammalia
2585,Martes americana,Martes americana,Mammalia,Mustelidae,Dispersal,Distance,158000,m,Maximum,Running,1250,g,Metastudy,Santini et al. 2013,Slough 1989,Wilman et al 2014,Inferred from Class:  Mammalia
2586,Martes americana,Martes americana,Mammalia,Mustelidae,Dispersal,Distance,82000,m,Maximum,Running,1250,g,Metastudy,Santini et al. 2013,Lofroth 1993,Wilman et al 2014,Inferred from Class:  Mammalia
2591,Martes pennanti,Martes pennanti,Mammalia,Mustelidae,Dispersal,Distance,6400,m,Maximum,Running,4000,g,Metastudy,Santini et al. 2013,Matthews et al. 2009,Wilman et al 2014,Inferred from Class:  Mammalia
2592,Martes pennanti,Martes pennanti,Mammalia,Mustelidae,Dispersal,Distance,10300,m,Maximum,Running,4000,g,Metastudy,Santini et al. 2013,Matthews et al. 2009,Wilman et al 2014,Inferred from Class:  Mammalia
2593,Martes pennanti,Martes pennanti,Mammalia,Mustelidae,Dispersal,Distance,20100,m,Maximum,Running,4000,g,Metastudy,Santini et al. 2013,Matthews et al. 2009,Wilman et al 2014,Inferred from Class:  Mammalia
2595,Martes pennanti,Martes pennanti,Mammalia,Mustelidae,Dispersal,Distance,42000,m,Maximum,Running,4000,g,Metastudy,Santini et al. 2013,Jones 1991,Wilman et al 2014,Inferred from Class:  Mammalia
2596,Martes pennanti,Martes pennanti,Mammalia,Mustelidae,Dispersal,Distance,55300,m,Maximum,Running,4000,g,Metastudy,Santini et al. 2013,Aubry et al. 2005,Wilman et al 2014,Inferred from Class:  Mammalia
2597,Martes pennanti,Martes pennanti,Mammalia,Mustelidae,Dispersal,Distance,16900,m,Maximum,Running,4000,g,Metastudy,Santini et al. 2013,Aubry et al. 2005,Wilman et al 2014,Inferred from Class:  Mammalia
2600,Martes pennanti,Martes pennanti,Mammalia,Mustelidae,Dispersal,Distance,60000,m,Maximum,Running,4000,g,Metastudy,Santini et al. 2013,York 1996,Wilman et al 2014,Inferred from Class:  Mammalia
2601,Martes pennanti,Martes pennanti,Mammalia,Mustelidae,Dispersal,Distance,107000,m,Maximum,Running,4000,g,Metastudy,Santini et al. 2013,York 1996,Wilman et al 2014,Inferred from Class:  Mammalia
2603,Martes pennanti,Martes pennanti,Mammalia,Mustelidae,Dispersal,Distance,41300,m,Maximum,Running,4000,g,Metastudy,Santini et al. 2013,Weir. Corbould & Apps 2006,Wilman et al 2014,Inferred from Class:  Mammalia
2604,Martes pennanti,Martes pennanti,Mammalia,Mustelidae,Dispersal,Distance,45000,m,Maximum,Running,4000,g,Metastudy,Santini et al. 2013,Hamilton. Cook & Hamilton 1955,Wilman et al 2014,Inferred from Class:  Mammalia
2605,Martes pennanti,Martes pennanti,Mammalia,Mustelidae,Dispersal,Distance,90000,m,Maximum,Running,4000,g,Metastudy,Santini et al. 2013,de Vos 1952,Wilman et al 2014,Inferred from Class:  Mammalia
2606,Martes pennanti,Martes pennanti,Mammalia,Mustelidae,Dispersal,Distance,163000,m,Maximum,Running,4000,g,Metastudy,Santini et al. 2013,Roy 1991,Wilman et al 2014,Inferred from Class:  Mammalia
2611,Martes pennanti,Martes pennanti,Mammalia,Mustelidae,Dispersal,Distance,23000,m,Maximum,Running,4000,g,Metastudy,Santini et al. 2013,Arthur. Paragi & Krohn 1993,Wilman et al 2014,Inferred from Class:  Mammalia
2612,Martes pennanti,Martes pennanti,Mammalia,Mustelidae,Dispersal,Distance,22600,m,Maximum,Running,4000,g,Metastudy,Santini et al. 2013,Arthur. Paragi & Krohn 1993,Wilman et al 2014,Inferred from Class:  Mammalia
