Event.ID,Species.ID.reported,gbif.binomial,class,family,Movement.type,Movement.measure,Value,Units,Statistic,Movement.mode,Body.mass,Body.mass.units,Study.type,MetaRef,Reference,Body.mass.source,Movement Mode Ref
88653,Chaetura vauxi,Chaetura vauxi,Aves,Apodidae,Dispersal,Distance,3000,m,Maximum,Flying,17.1,g,Metastudy,BirdLife International,Bull and Collins 1996,Wilman et al 2014,Inferred from Class:  Aves
88654,Thalasseus elegans,Thalasseus elegans,Aves,Laridae,Dispersal,Distance,16000,m,Maximum,Flying,260,g,Metastudy,BirdLife International,Burness et al  1999,Boettiger et al. 2023,Inferred from Class:  Aves
88656,Somateria mollissima,Somateria mollissima,Aves,Anatidae,Dispersal,Distance,526,m,Maximum,Flying,2060.93,g,Metastudy,BirdLife International,Bustnes and Erikstad 1993,Wilman et al 2014,Inferred from Class:  Aves
88659,Icterus bullockii,Icterus bullockii,Aves,Icteridae,Dispersal,Distance,1323,m,Maximum,Flying,37.9,g,Metastudy,BirdLife International,Butcher 1991,Wilman et al 2014,Inferred from Class:  Aves
88660,Cepphus grylle,Cepphus grylle,Aves,Alcidae,Dispersal,Distance,250,m,Maximum,Flying,378,g,Metastudy,BirdLife International,Butler and Buckley 2002,Wilman et al 2014,Inferred from Class:  Aves
88661,Pinicola enucleator,Pinicola enucleator,Aves,Fringillidae,Dispersal,Distance,500,m,Maximum,Flying,56.4,g,Metastudy,BirdLife International,C  S  Adkisson in litt  1999,Wilman et al 2014,Inferred from Class:  Aves
88663,Aquila fasciata,Aquila fasciata,Aves,Accipitridae,Dispersal,Distance,441000,m,Maximum,Flying,1936.49,g,Metastudy,BirdLife International,CadahÃƒÂ­a et al  2009,Wilman et al 2014,Inferred from Class:  Aves
88664,Pomatostomus superciliosus,Pomatostomus superciliosus,Aves,Pomatostomidae,Dispersal,Distance,1000,m,Maximum,Flying,41.53,g,Metastudy,BirdLife International,Cale 2003,Wilman et al 2014,Inferred from Class:  Aves
88665,Aphelocoma californica,Aphelocoma californica,Aves,Corvidae,Dispersal,Distance,500,m,Maximum,Flying,85.74,g,Metastudy,BirdLife International,Carmen 1988,Wilman et al 2014,Inferred from Class:  Aves
88666,Oreortyx pictus,Oreortyx pictus,Aves,Odontophoridae,Dispersal,Distance,50000,m,Maximum,Flying,233,g,Metastudy,BirdLife International,Carroll 1994,Wilman et al 2014,Inferred from Class:  Aves
88667,Callipepla squamata,Callipepla squamata,Aves,Odontophoridae,Dispersal,Distance,100000,m,Maximum,Flying,183.86,g,Metastudy,BirdLife International,Carroll 1994,Wilman et al 2014,Inferred from Class:  Aves
88669,Alectoris chukar,Alectoris chukar,Aves,Phasianidae,Dispersal,Distance,27200,m,Maximum,Flying,502.1,g,Metastudy,BirdLife International,Christensen 1970,Wilman et al 2014,Inferred from Class:  Aves
88670,Tetraogallus himalayensis,Tetraogallus himalayensis,Aves,Phasianidae,Dispersal,Distance,16000,m,Maximum,Flying,2428,g,Metastudy,BirdLife International,Christensen 1998,Wilman et al 2014,Inferred from Class:  Aves
88671,Buteo solitarius,Buteo solitarius,Aves,Accipitridae,Dispersal,Distance,15000,m,Maximum,Flying,500.88,g,Metastudy,BirdLife International,Clarkson and Laniawe 2000,Wilman et al 2014,Inferred from Class:  Aves
88673,Platycercus elegans,Platycercus elegans,Aves,Psittacidae,Dispersal,Distance,20,m,Maximum,Flying,123.86,g,Metastudy,BirdLife International,Collar 1997,Wilman et al 2014,Inferred from Class:  Aves
88674,Platycercus eximius,Platycercus eximius,Aves,Psittacidae,Dispersal,Distance,3,m,Maximum,Flying,104,g,Metastudy,BirdLife International,Collar 1997,Wilman et al 2014,Inferred from Class:  Aves
88675,Loxia curvirostra,Loxia curvirostra,Aves,Fringillidae,Dispersal,Distance,3000000,m,Maximum,Flying,38.29,g,Metastudy,BirdLife International,Collar and Newton 2010,Wilman et al 2014,Inferred from Class:  Aves
88676,Mimus polyglottos,Mimus polyglottos,Aves,Mimidae,Dispersal,Distance,320000,m,Maximum,Flying,48.5,g,Metastudy,BirdLife International,Cooke 1946,Wilman et al 2014,Inferred from Class:  Aves
88679,Onychoprion fuscatus,Onychoprion fuscatus,Aves,Laridae,Dispersal,Distance,11000000,m,Maximum,Flying,180,g,Metastudy,BirdLife International,Cossee 1995,Boettiger et al. 2023,Inferred from Class:  Aves
88681,Rissa tridactyla,Rissa tridactyla,Aves,Laridae,Dispersal,Distance,900000,m,Maximum,Flying,415.99,g,Metastudy,BirdLife International,Coulson and NÃƒÂ¨ves de MÃƒÂ©rignies 1992,Wilman et al 2014,Inferred from Class:  Aves
88683,Phalaenoptilus nuttallii,Phalaenoptilus nuttallii,Aves,Caprimulgidae,Dispersal,Distance,1000,m,Maximum,Flying,48.33,g,Metastudy,BirdLife International,Csada and Brigham 1994,Wilman et al 2014,Inferred from Class:  Aves
88685,Calcarius lapponicus,Calcarius lapponicus,Aves,Calcariidae,Dispersal,Distance,9500,m,Maximum,Flying,27.84,g,Metastudy,BirdLife International,Custer and Pitelka 1977,Wilman et al 2014,Inferred from Class:  Aves
88687,Sturnella neglecta,Sturnella neglecta,Aves,Icteridae,Dispersal,Distance,650,m,Maximum,Flying,100.06,g,Metastudy,BirdLife International,Davis and Lanyon 2008,Wilman et al 2014,Inferred from Class:  Aves
88688,Centrocercus urophasianus,Centrocercus urophasianus,Aves,Phasianidae,Dispersal,Distance,150000,m,Maximum,Flying,1902.46,g,Metastudy,BirdLife International,De Juana 1994,Wilman et al 2014,Inferred from Class:  Aves
88690,Colaptes campestris,Colaptes campestris,Aves,Picidae,Dispersal,Distance,3500,m,Maximum,Flying,158,g,Metastudy,BirdLife International,Dias and Macedo 2010,Wilman et al 2014,Inferred from Class:  Aves
88692,Charitospiza eucosma,Charitospiza eucosma,Aves,Thraupidae,Dispersal,Distance,2200,m,Maximum,Flying,6.5,g,Metastudy,BirdLife International,Diniz and Santos 2010,Wilman et al 2014,Inferred from Class:  Aves
88693,Petroica goodenovii,Petroica goodenovii,Aves,Petroicidae,Dispersal,Distance,36000,m,Maximum,Flying,8.9,g,Metastudy,BirdLife International,Dowling et al  2003,Wilman et al 2014,Inferred from Class:  Aves
88694,Cepphus columba,Cepphus columba,Aves,Alcidae,Dispersal,Distance,8000,m,Maximum,Flying,530,g,Metastudy,BirdLife International,Drent 1965,Wilman et al 2014,Inferred from Class:  Aves
88697,Troglodytes aedon,Troglodytes aedon,Aves,Troglodytidae,Dispersal,Distance,1707,m,Maximum,Flying,10.85,g,Metastudy,BirdLife International,Drilling and Thompson 1988,Wilman et al 2014,Inferred from Class:  Aves
88698,Onychoprion anaethetus,Onychoprion anaethetus,Aves,Laridae,Dispersal,Distance,15,m,Maximum,Flying,131,g,Metastudy,BirdLife International,Dunlop and Jenkins 1992,Boettiger et al. 2023,Inferred from Class:  Aves
88699,Fulmarus glacialis,Fulmarus glacialis,Aves,Procellariidae,Dispersal,Distance,220000,m,Maximum,Flying,611.94,g,Metastudy,BirdLife International,Dunnet et al  1979,Wilman et al 2014,Inferred from Class:  Aves
88700,Anastomus oscitans,Anastomus oscitans,Aves,Ciconiidae,Dispersal,Distance,800000,m,Maximum,Flying,1120,g,Metastudy,BirdLife International,Elliott 1992,Wilman et al 2014,Inferred from Class:  Aves
88701,Leipoa ocellata,Leipoa ocellata,Aves,Megapodiidae,Dispersal,Distance,25000,m,Maximum,Flying,1913.89,g,Metastudy,BirdLife International,Elliott 1994,Wilman et al 2014,Inferred from Class:  Aves
88705,Neophron percnopterus,Neophron percnopterus,Aves,Accipitridae,Dispersal,Distance,48000,m,Maximum,Flying,2082,g,Metastudy,BirdLife International,Elorriaga et al  2009,Wilman et al 2014,Inferred from Class:  Aves
88706,Anser albifrons,Anser albifrons,Aves,Anatidae,Dispersal,Distance,500,m,Maximum,Flying,2506.39,g,Metastudy,BirdLife International,Ely and Dzubin 1994,Wilman et al 2014,Inferred from Class:  Aves
88707,Francolinus francolinus,Francolinus francolinus,Aves,Phasianidae,Dispersal,Distance,40000,m,Maximum,Flying,452.07,g,Metastudy,BirdLife International,Emfinger 1966,Wilman et al 2014,Inferred from Class:  Aves
88708,Pitta erythrogaster,Pitta erythrogaster,Aves,Pittidae,Dispersal,Distance,48000,m,Maximum,Flying,72.39,g,Metastudy,BirdLife International,Erritzoe 2003,Wilman et al 2014,Inferred from Class:  Aves
88710,Gavia immer,Gavia immer,Aves,Gaviidae,Dispersal,Distance,92000,m,Maximum,Flying,4956.81,g,Metastudy,BirdLife International,Evers et al  2000,Wilman et al 2014,Inferred from Class:  Aves
88718,Passerina ciris,Passerina ciris,Aves,Cardinalidae,Dispersal,Distance,8000,m,Maximum,Flying,15.54,g,Metastudy,BirdLife International,Fisk 1974,Wilman et al 2014,Inferred from Class:  Aves
88719,Chionis minor,Chionis minor,Aves,Chionidae,Dispersal,Distance,30,m,Maximum,Flying,493.96,g,Metastudy,BirdLife International,FjeldsÃƒÂ¥ 1996,Wilman et al 2014,Inferred from Class:  Aves
88721,Polysticta stelleri,Polysticta stelleri,Aves,Anatidae,Dispersal,Distance,123,m,Maximum,Flying,806.76,g,Metastudy,BirdLife International,Flint and Herzog 1999,Wilman et al 2014,Inferred from Class:  Aves
88723,Icterus galbula,Icterus galbula,Aves,Icteridae,Dispersal,Distance,415,m,Maximum,Flying,32.83,g,Metastudy,BirdLife International,Flood 1980,Wilman et al 2014,Inferred from Class:  Aves
88726,Icterus parisorum,Icterus parisorum,Aves,Icteridae,Dispersal,Distance,362,m,Maximum,Flying,36.48,g,Metastudy,BirdLife International,Flood 2002,Wilman et al 2014,Inferred from Class:  Aves
88728,Laterallus jamaicensis,Laterallus jamaicensis,Aves,Rallidae,Dispersal,Distance,1600,m,Maximum,Flying,32.56,g,Metastudy,BirdLife International,Flores and Eddleman 1991,Wilman et al 2014,Inferred from Class:  Aves
88730,Anas fulvigula,Anas fulvigula,Aves,Anatidae,Dispersal,Distance,79000,m,Maximum,Flying,843.42,g,Metastudy,BirdLife International,Fogarty and Lahart 1971,Wilman et al 2014,Inferred from Class:  Aves
88733,Geococcyx californianus,Geococcyx californianus,Aves,Cuculidae,Dispersal,Distance,1600,m,Maximum,Flying,376,g,Metastudy,BirdLife International,Folse 1974,Wilman et al 2014,Inferred from Class:  Aves
88735,Milvus migrans,Milvus migrans,Aves,Accipitridae,Dispersal,Distance,10000,m,Maximum,Flying,734.1,g,Metastudy,BirdLife International,Forero et al  1999,Wilman et al 2014,Inferred from Class:  Aves
88736,Strix occidentalis,Strix occidentalis,Aves,Strigidae,Dispersal,Distance,103500,m,Maximum,Flying,586.37,g,Metastudy,BirdLife International,Forsman et al  2002,Wilman et al 2014,Inferred from Class:  Aves
88739,Merops apiaster,Merops apiaster,Aves,Meropidae,Dispersal,Distance,8000000,m,Maximum,Flying,56.6,g,Metastudy,BirdLife International,Fry 2001,Wilman et al 2014,Inferred from Class:  Aves
88741,Coccyzus americanus,Coccyzus americanus,Aves,Cuculidae,Dispersal,Distance,9000,m,Maximum,Flying,64,g,Metastudy,BirdLife International,Gaines and Laymon 1984,Wilman et al 2014,Inferred from Class:  Aves
88744,Anthus petrosus,Anthus petrosus,Aves,Motacillidae,Dispersal,Distance,26880,m,Maximum,Flying,22.4,g,Metastudy,BirdLife International,Garoche and Sohier 2008,Wilman et al 2014,Inferred from Class:  Aves
88749,Anous minutus,Anous minutus,Aves,Laridae,Dispersal,Distance,3700000,m,Maximum,Flying,112.44,g,Metastudy,BirdLife International,Gauger 1999,Wilman et al 2014,Inferred from Class:  Aves
88751,Megascops trichopsis,Megascops trichopsis,Aves,Strigidae,Dispersal,Distance,158,m,Maximum,Flying,88.26,g,Metastudy,BirdLife International,Gehlbach and Gehlbach 2000,Wilman et al 2014,Inferred from Class:  Aves
88752,Larus hyperboreus,Larus hyperboreus,Aves,Laridae,Dispersal,Distance,150000,m,Maximum,Flying,1529.04,g,Metastudy,BirdLife International,Gilchrist 2001,Wilman et al 2014,Inferred from Class:  Aves
88753,Calidris ptilocnemis,Calidris ptilocnemis,Aves,Scolopacidae,Dispersal,Distance,3000,m,Maximum,Flying,81.32,g,Metastudy,BirdLife International,Gill et al  2002,Wilman et al 2014,Inferred from Class:  Aves
88755,Buteo platypterus,Buteo platypterus,Aves,Accipitridae,Dispersal,Distance,320000,m,Maximum,Flying,453.65,g,Metastudy,BirdLife International,Goodrich et al  1996,Wilman et al 2014,Inferred from Class:  Aves
88757,Buteo regalis,Buteo regalis,Aves,Accipitridae,Dispersal,Distance,1700000,m,Maximum,Flying,1437.18,g,Metastudy,BirdLife International,Gossett 1993,Wilman et al 2014,Inferred from Class:  Aves
88758,Sialia sialis,Sialia sialis,Aves,Turdidae,Dispersal,Distance,300000,m,Maximum,Flying,27.5,g,Metastudy,BirdLife International,Gowaty and Plissner 1998,Wilman et al 2014,Inferred from Class:  Aves
88759,Tympanuchus phasianellus,Tympanuchus phasianellus,Aves,Phasianidae,Dispersal,Distance,6000,m,Maximum,Flying,882.38,g,Metastudy,BirdLife International,Gratson 1988,Wilman et al 2014,Inferred from Class:  Aves
88761,Calidris pusilla,Calidris pusilla,Aves,Scolopacidae,Dispersal,Distance,848,m,Maximum,Flying,27.5,g,Metastudy,BirdLife International,Gratto et al  1985,Wilman et al 2014,Inferred from Class:  Aves
88763,Cyanocitta stelleri,Cyanocitta stelleri,Aves,Corvidae,Dispersal,Distance,15000,m,Maximum,Flying,128,g,Metastudy,BirdLife International,Greene et al  1998,Wilman et al 2014,Inferred from Class:  Aves
88764,Vireo atricapilla,Vireo atricapilla,Aves,Vireonidae,Dispersal,Distance,21000,m,Maximum,Flying,8.99,g,Metastudy,BirdLife International,Grzybowski 1991,Wilman et al 2014,Inferred from Class:  Aves
88768,Lanius ludovicianus,Lanius ludovicianus,Aves,Laniidae,Dispersal,Distance,3800,m,Maximum,Flying,51.59,g,Metastudy,BirdLife International,Haas 1995,Wilman et al 2014,Inferred from Class:  Aves
88769,Toxostoma rufum,Toxostoma rufum,Aves,Mimidae,Dispersal,Distance,8900,m,Maximum,Flying,68.8,g,Metastudy,BirdLife International,Haas 1995,Wilman et al 2014,Inferred from Class:  Aves
88770,Turdus migratorius,Turdus migratorius,Aves,Turdidae,Dispersal,Distance,9400,m,Maximum,Flying,78.5,g,Metastudy,BirdLife International,Haas 1995,Wilman et al 2014,Inferred from Class:  Aves
88771,Parus cinctus,Parus cinctus,Aves,Paridae,Dispersal,Distance,10000,m,Maximum,Flying,11.4,g,Metastudy,BirdLife International,Haftorn 1971,Wilman et al 2014,Inferred from Class:  Aves
88773,Parus montanus,Parus montanus,Aves,Paridae,Dispersal,Distance,1400,m,Maximum,Flying,11.1,g,Metastudy,BirdLife International,Haftorn 1997,Wilman et al 2014,Inferred from Class:  Aves
88774,Wilsonia canadensis,Wilsonia canadensis,Aves,Parulidae,Dispersal,Distance,1000,m,Maximum,Flying,10.04,g,Metastudy,BirdLife International,Hallworth et al  2008,Wilman et al 2014,Inferred from Class:  Aves
88775,Wilsonia canadensis,Wilsonia canadensis,Aves,Parulidae,Dispersal,Distance,35,m,Maximum,Flying,10.04,g,Metastudy,BirdLife International,Hallworth et al  2008,Wilman et al 2014,Inferred from Class:  Aves
88777,Arenaria melanocephala,Arenaria melanocephala,Aves,Scolopacidae,Dispersal,Distance,224,m,Maximum,Flying,126.21,g,Metastudy,BirdLife International,Handel and Gill 2000,Wilman et al 2014,Inferred from Class:  Aves
88778,Helmitheros vermivorum,Helmitheros vermivorum,Aves,Parulidae,Dispersal,Distance,200,m,Maximum,Flying,14.16,g,Metastudy,BirdLife International,Hanners and Patton 1998,Wilman et al 2014,Inferred from Class:  Aves
88782,Haliaeetus leucocephalus,Haliaeetus leucocephalus,Aves,Accipitridae,Dispersal,Distance,328000,m,Maximum,Flying,4700.58,g,Metastudy,BirdLife International,Harmata et al  1999,Wilman et al 2014,Inferred from Class:  Aves
88783,Certhia familiaris,Certhia familiaris,Aves,Certhiidae,Dispersal,Distance,20000,m,Maximum,Flying,9,g,Metastudy,BirdLife International,Harrap 2008,Wilman et al 2014,Inferred from Class:  Aves
88784,Certhia brachydactyla,Certhia brachydactyla,Aves,Certhiidae,Dispersal,Distance,10000,m,Maximum,Flying,8.2,g,Metastudy,BirdLife International,Harrap 2008,Wilman et al 2014,Inferred from Class:  Aves
88787,Fratercula arctica,Fratercula arctica,Aves,Alcidae,Dispersal,Distance,100000,m,Maximum,Flying,593.01,g,Metastudy,BirdLife International,Harris 1983,Wilman et al 2014,Inferred from Class:  Aves
88790,Saxicola torquatus,Saxicola torquatus,Aves,Muscicapidae,Dispersal,Distance,1574000,m,Maximum,Flying,14.09,g,Metastudy,BirdLife International,Helm et al  2006,Wilman et al 2014,Inferred from Class:  Aves
88794,Dendroica caerulescens,Dendroica caerulescens,Aves,Parulidae,Dispersal,Distance,501,m,Maximum,Flying,10.14,g,Metastudy,BirdLife International,Holmes et al  1992,Wilman et al 2014,Inferred from Class:  Aves
88797,Rhynochetos jubatus,Rhynochetos jubatus,Aves,Rhynochetidae,Dispersal,Distance,8000,m,Maximum,Flying,859.99,g,Metastudy,BirdLife International,Hunt 1996,Wilman et al 2014,Inferred from Class:  Aves
88800,Francolinus pondicerianus,Francolinus pondicerianus,Aves,Phasianidae,Dispersal,Distance,11000,m,Maximum,Flying,249.94,g,Metastudy,BirdLife International,Islam 1999,Wilman et al 2014,Inferred from Class:  Aves
88802,Branta canadensis,Branta canadensis,Aves,Anatidae,Dispersal,Distance,103000,m,Maximum,Flying,2811.68,g,Metastudy,BirdLife International,James and Krementz 2005,Wilman et al 2014,Inferred from Class:  Aves
88804,Calidris himantopus,Calidris himantopus,Aves,Scolopacidae,Dispersal,Distance,900,m,Maximum,Flying,57.24,g,Metastudy,BirdLife International,Jehl 1973,Wilman et al 2014,Inferred from Class:  Aves
88805,Pluvialis fulva,Pluvialis fulva,Aves,Charadriidae,Dispersal,Distance,530,m,Maximum,Flying,134.9,g,Metastudy,BirdLife International,Johnson and Connors 2010,Wilman et al 2014,Inferred from Class:  Aves
88806,Pluvialis dominica,Pluvialis dominica,Aves,Charadriidae,Dispersal,Distance,500,m,Maximum,Flying,151.47,g,Metastudy,BirdLife International,Johnson and Connors 2010,Wilman et al 2014,Inferred from Class:  Aves
88808,Falco femoralis,Falco femoralis,Aves,Falconidae,Dispersal,Distance,300000,m,Maximum,Flying,335.76,g,Metastudy,BirdLife International,Keddy-Hector 2000,Wilman et al 2014,Inferred from Class:  Aves
88811,Sialia mexicana,Sialia mexicana,Aves,Turdidae,Dispersal,Distance,14000,m,Maximum,Flying,26.44,g,Metastudy,BirdLife International,Keyser et al  2004,Wilman et al 2014,Inferred from Class:  Aves
88814,Sula nebouxii,Sula nebouxii,Aves,Sulidae,Dispersal,Distance,476000,m,Maximum,Flying,1520.09,g,Metastudy,BirdLife International,Kim et al  2007,Wilman et al 2014,Inferred from Class:  Aves
88815,Cathartes aura,Cathartes aura,Aves,Cathartidae,Dispersal,Distance,10000,m,Maximum,Flying,1518.24,g,Metastudy,BirdLife International,Kirk and Mossman 1998,Wilman et al 2014,Inferred from Class:  Aves
88816,Rostratula benghalensis,Rostratula benghalensis,Aves,Rostratulidae,Dispersal,Distance,900000,m,Maximum,Flying,121,g,Metastudy,BirdLife International,Kirwan 1996,Wilman et al 2014,Inferred from Class:  Aves
88818,Aquila chrysaetos,Aquila chrysaetos,Aves,Accipitridae,Dispersal,Distance,64700,m,Maximum,Flying,4247.97,g,Metastudy,BirdLife International,Kochert et al  2002,Wilman et al 2014,Inferred from Class:  Aves
88824,Thryothorus ludovicianus,Thryothorus ludovicianus,Aves,Troglodytidae,Dispersal,Distance,250000,m,Maximum,Flying,18.96,g,Metastudy,BirdLife International,Kroodsma and Brewer 2005,Wilman et al 2014,Inferred from Class:  Aves
88827,Sturnella magna,Sturnella magna,Aves,Icteridae,Dispersal,Distance,960,m,Maximum,Flying,91.76,g,Metastudy,BirdLife International,Lanyon 1995,Wilman et al 2014,Inferred from Class:  Aves
88828,Cardinalis cardinalis,Cardinalis cardinalis,Aves,Cardinalidae,Dispersal,Distance,1600,m,Maximum,Flying,42.64,g,Metastudy,BirdLife International,Laskey 1944,Wilman et al 2014,Inferred from Class:  Aves
88829,Alca torda,Alca torda,Aves,Alcidae,Dispersal,Distance,4130000,m,Maximum,Flying,725.99,g,Metastudy,BirdLife International,Lavers et al  2009,Wilman et al 2014,Inferred from Class:  Aves
88830,Colinus virginianus,Colinus virginianus,Aves,Odontophoridae,Dispersal,Distance,100000,m,Maximum,Flying,171.89,g,Metastudy,BirdLife International,Lehmann 1984,Wilman et al 2014,Inferred from Class:  Aves
88831,Charadrius vociferus,Charadrius vociferus,Aves,Charadriidae,Dispersal,Distance,60,m,Maximum,Flying,96.44,g,Metastudy,BirdLife International,Lennington and Mace 1975,Wilman et al 2014,Inferred from Class:  Aves
88832,Loxops coccineus,Loxops coccineus,Aves,Fringillidae,Dispersal,Distance,250,m,Maximum,Flying,10.5,g,Metastudy,BirdLife International,Lepson and Freed 1997,Wilman et al 2014,Inferred from Class:  Aves
88835,Branta bernicla,Branta bernicla,Aves,Anatidae,Dispersal,Distance,50,m,Maximum,Flying,1277.91,g,Metastudy,BirdLife International,Lindberg and Sedinger 1997,Wilman et al 2014,Inferred from Class:  Aves
88838,Vanellus vanellus,Vanellus vanellus,Aves,Charadriidae,Dispersal,Distance,1540,m,Maximum,Flying,218.37,g,Metastudy,BirdLife International,Lislevand et al  2009,Wilman et al 2014,Inferred from Class:  Aves
88841,Anas rubripes,Anas rubripes,Aves,Anatidae,Dispersal,Distance,4100,m,Maximum,Flying,1240.96,g,Metastudy,BirdLife International,Longcore et al  2000,Wilman et al 2014,Inferred from Class:  Aves
88844,Dendroica petechia,Dendroica petechia,Aves,Parulidae,Dispersal,Distance,57,m,Maximum,Flying,10.22,g,Metastudy,BirdLife International,Lowther et al  1999,Wilman et al 2014,Inferred from Class:  Aves
88846,Mergus merganser,Mergus merganser,Aves,Anatidae,Dispersal,Distance,1000000,m,Maximum,Flying,1451.02,g,Metastudy,BirdLife International,Mallory and Metz 1999,Wilman et al 2014,Inferred from Class:  Aves
88849,Chlamydera cerviniventris,Chlamydera cerviniventris,Aves,Ptilonorhynchidae,Dispersal,Distance,10000,m,Maximum,Flying,156.4,g,Metastudy,BirdLife International,Marchant et al  1990,Wilman et al 2014,Inferred from Class:  Aves
88850,Artamus leucorynchus,Artamus leucorhynchus,Aves,Artamidae,Dispersal,Distance,10000,m,Maximum,Flying,41.69,g,Metastudy,BirdLife International,Marchant et al  1990,Wilman et al 2014,Inferred from Class:  Aves
88851,Artamus personatus,Artamus personatus,Aves,Artamidae,Dispersal,Distance,10000,m,Maximum,Flying,34.6,g,Metastudy,BirdLife International,Marchant et al  1990,Wilman et al 2014,Inferred from Class:  Aves
88852,Artamus superciliosus,Artamus superciliosus,Aves,Artamidae,Dispersal,Distance,10000,m,Maximum,Flying,35.5,g,Metastudy,BirdLife International,Marchant et al  1990,Wilman et al 2014,Inferred from Class:  Aves
88853,Coracina tenuirostris,Coracina tenuirostris,Aves,Campephagidae,Dispersal,Distance,10000,m,Maximum,Flying,60.92,g,Metastudy,BirdLife International,Marchant et al  1990,Wilman et al 2014,Inferred from Class:  Aves
88854,Lalage leucomela,Lalage leucomela,Aves,Campephagidae,Dispersal,Distance,10000,m,Maximum,Flying,29.25,g,Metastudy,BirdLife International,Marchant et al  1990,Wilman et al 2014,Inferred from Class:  Aves
88855,Oriolus flavocinctus,Oriolus flavocinctus,Aves,Oriolidae,Dispersal,Distance,10000,m,Maximum,Flying,109,g,Metastudy,BirdLife International,Marchant et al  1990,Wilman et al 2014,Inferred from Class:  Aves
88856,Rhipidura rufiventris,Rhipidura rufiventris,Aves,Rhipiduridae,Dispersal,Distance,10000,m,Maximum,Flying,12,g,Metastudy,BirdLife International,Marchant et al  1990,Wilman et al 2014,Inferred from Class:  Aves
88857,Rhipidura phasiana,Rhipidura phasiana,Aves,Rhipiduridae,Dispersal,Distance,10000,m,Maximum,Flying,6.9,g,Metastudy,BirdLife International,Marchant et al  1990,Wilman et al 2014,Inferred from Class:  Aves
88858,Arses telescophthalmus,Arses telescophthalmus,Aves,Monarchidae,Dispersal,Distance,10000,m,Maximum,Flying,15.26,g,Metastudy,BirdLife International,Marchant et al  1990,Wilman et al 2014,Inferred from Class:  Aves
88859,Arses kaupi,Arses kaupi,Aves,Monarchidae,Dispersal,Distance,10000,m,Maximum,Flying,13.5,g,Metastudy,BirdLife International,Marchant et al  1990,Wilman et al 2014,Inferred from Class:  Aves
88860,Myiagra cyanoleuca,Myiagra cyanoleuca,Aves,Monarchidae,Dispersal,Distance,10000,m,Maximum,Flying,17.5,g,Metastudy,BirdLife International,Marchant et al  1990,Wilman et al 2014,Inferred from Class:  Aves
88861,Myiagra inquieta,Myiagra inquieta,Aves,Monarchidae,Dispersal,Distance,10000,m,Maximum,Flying,20.9,g,Metastudy,BirdLife International,Marchant et al  1990,Wilman et al 2014,Inferred from Class:  Aves
88862,Ptiloris magnificus,Ptiloris magnificus,Aves,Paradisaeidae,Dispersal,Distance,10000,m,Maximum,Flying,149.88,g,Metastudy,BirdLife International,Marchant et al  1990,Wilman et al 2014,Inferred from Class:  Aves
88863,Ptiloris victoriae,Ptiloris victoriae,Aves,Paradisaeidae,Dispersal,Distance,10000,m,Maximum,Flying,95.02,g,Metastudy,BirdLife International,Marchant et al  1990,Wilman et al 2014,Inferred from Class:  Aves
88864,Mirafra javanica,Mirafra javanica,Aves,Alaudidae,Dispersal,Distance,10000,m,Maximum,Flying,23,g,Metastudy,BirdLife International,Marchant et al  1990,Wilman et al 2014,Inferred from Class:  Aves
88865,Alauda arvensis,Alauda arvensis,Aves,Alaudidae,Dispersal,Distance,10000,m,Maximum,Flying,37.31,g,Metastudy,BirdLife International,Marchant et al  1990,Wilman et al 2014,Inferred from Class:  Aves
88866,Numenius tahitiensis,Numenius tahitiensis,Aves,Scolopacidae,Dispersal,Distance,1500000,m,Maximum,Flying,400.08,g,Metastudy,BirdLife International,Marks and Redmond 1996,Wilman et al 2014,Inferred from Class:  Aves
88869,Tyto alba,Tyto alba,Aves,Tytonidae,Dispersal,Distance,120000,m,Maximum,Flying,403.32,g,Metastudy,BirdLife International,Marti 1999,Wilman et al 2014,Inferred from Class:  Aves
88872,Otis tarda,Otis tarda,Aves,Otididae,Dispersal,Distance,178420,m,Maximum,Flying,6759.92,g,Metastudy,BirdLife International,MartÃƒÂ­n et al  2008,Wilman et al 2014,Inferred from Class:  Aves
88873,Botaurus stellaris,Botaurus stellaris,Aves,Ardeidae,Dispersal,Distance,2000000,m,Maximum,Flying,1319.45,g,Metastudy,BirdLife International,MartÃƒÂ­nez-Vilalta and Motis 1992,Wilman et al 2014,Inferred from Class:  Aves
88874,Nycticorax nycticorax,Nycticorax nycticorax,Aves,Ardeidae,Dispersal,Distance,1200000,m,Maximum,Flying,810,g,Metastudy,BirdLife International,MartÃƒÂ­nez-Vilalta and Motis 1992,Wilman et al 2014,Inferred from Class:  Aves
88876,Sitta europaea,Sitta europaea,Aves,Sittidae,Dispersal,Distance,11000,m,Maximum,Flying,20.37,g,Metastudy,BirdLife International,Matthysen and Schmidt 1987,Wilman et al 2014,Inferred from Class:  Aves
88877,Strix fulvescens,Strix fulvescens,Aves,Strigidae,Dispersal,Distance,64000,m,Maximum,Flying,559.09,g,Metastudy,BirdLife International,Mazur and James 2000,Wilman et al 2014,Inferred from Class:  Aves
88879,Dendrocygna autumnalis,Dendrocygna autumnalis,Aves,Anatidae,Dispersal,Distance,900,m,Maximum,Flying,755.3,g,Metastudy,BirdLife International,McCamant 1976,Wilman et al 2014,Inferred from Class:  Aves
