db,original,gbif.binomial,gbif.key,rank,status,matchType,phylum,class,family,genus,species
dispdb,Trichosurus vulpecula,Trichosurus vulpecula,2440254,SPECIES,ACCEPTED,EXACT,Chordata,Mammalia,Phalangeridae,Trichosurus,Trichosurus vulpecula
dispdb,Thomomys bottae,Thomomys bottae,2439385,SPECIES,ACCEPTED,EXACT,Chordata,Mammalia,Geomyidae,Thomomys,Thomomys bottae
dispdb,Peromyscus maniculatus,Peromyscus maniculatus,2437967,SPECIES,ACCEPTED,EXACT,Chordata,Mammalia,Cricetidae,Peromyscus,Peromyscus maniculatus
dispdb,Phascolarctos cinereus,Phascolarctos cinereus,2440012,SPECIES,ACCEPTED,EXACT,Chordata,Mammalia,Phascolarctidae,Phascolarctos,Phascolarctos cinereus
dispdb,Mustela erminea,Mustela erminea,5219019,SPECIES,ACCEPTED,EXACT,Chordata,Mammalia,Mustelidae,Mustela,Mustela erminea
dispdb,Brachylagus idahoensis,Brachylagus idahoensis,2436688,SPECIES,ACCEPTED,EXACT,Chordata,Mammalia,Leporidae,Brachylagus,Brachylagus idahoensis
dispdb,Aotus azarae,Aotus azarae,5707409,SPECIES,ACCEPTED,EXACT,Chordata,Mammalia,Aotidae,Aotus,Aotus azarae
dispdb,Antechinus stuartii,Antechinus stuartii,2435370,SPECIES,ACCEPTED,EXACT,Chordata,Mammalia,Dasyuridae,Antechinus,Antechinus stuartii
dispdb,Panthera leo,Panthera leo,5219404,SPECIES,ACCEPTED,EXACT,Chordata,Mammalia,Felidae,Panthera,Panthera leo
dispdb,Gulo gulo,Gulo gulo,5219073,SPECIES,ACCEPTED,EXACT,Chordata,Mammalia,Mustelidae,Gulo,Gulo gulo
dispdb,Cynomys ludovicianus,Cynomys ludovicianus,2437232,SPECIES,ACCEPTED,EXACT,Chordata,Mammalia,Sciuridae,Cynomys,Cynomys ludovicianus
dispdb,Procyon lotor,Procyon lotor,5218786,SPECIES,ACCEPTED,EXACT,Chordata,Mammalia,Procyonidae,Procyon,Procyon lotor
dispdb,Scapanus townsendii,Scapanus townsendii,2436191,SPECIES,ACCEPTED,EXACT,Chordata,Mammalia,Talpidae,Scapanus,Scapanus townsendii
dispdb,Lepus americanus,Lepus americanus,2436794,SPECIES,ACCEPTED,EXACT,Chordata,Mammalia,Leporidae,Lepus,Lepus americanus
dispdb,Alouatta palliata,Alouatta palliata,2436649,SPECIES,ACCEPTED,EXACT,Chordata,Mammalia,Atelidae,Alouatta,Alouatta palliata
dispdb,Pteromys volans,Pteromys volans,2437258,SPECIES,ACCEPTED,EXACT,Chordata,Mammalia,Sciuridae,Pteromys,Pteromys volans
dispdb,Canis latrans,Canis latrans,5219153,SPECIES,ACCEPTED,EXACT,Chordata,Mammalia,Canidae,Canis,Canis latrans
dispdb,Odocoileus hemionus,Odocoileus hemionus,2440974,SPECIES,ACCEPTED,EXACT,Chordata,Mammalia,Cervidae,Odocoileus,Odocoileus hemionus
dispdb,Cynomys gunnisoni,Cynomys gunnisoni,2437236,SPECIES,ACCEPTED,EXACT,Chordata,Mammalia,Sciuridae,Cynomys,Cynomys gunnisoni
dispdb,Antilocapra americana,Antilocapra americana,2440902,SPECIES,ACCEPTED,EXACT,Chordata,Mammalia,Antilocapridae,Antilocapra,Antilocapra americana
dispdb,Peromyscus leucopus,Peromyscus leucopus,2438019,SPECIES,ACCEPTED,EXACT,Chordata,Mammalia,Cricetidae,Peromyscus,Peromyscus leucopus
dispdb,Bettongia tropica,Bettongia tropica,2440024,SPECIES,ACCEPTED,EXACT,Chordata,Mammalia,Potoroidae,Bettongia,Bettongia tropica
dispdb,Aepyprymnus rufescens,Aepyprymnus rufescens,2440030,SPECIES,ACCEPTED,EXACT,Chordata,Mammalia,Potoroidae,Aepyprymnus,Aepyprymnus rufescens
dispdb,Dipodomys spectabilis,Dipodomys spectabilis,2439531,SPECIES,ACCEPTED,EXACT,Chordata,Mammalia,Heteromyidae,Dipodomys,Dipodomys spectabilis
dispdb,Lynx rufus,Lynx rufus,2435246,SPECIES,ACCEPTED,EXACT,Chordata,Mammalia,Felidae,Lynx,Lynx rufus
dispdb,Vulpes macrotis,Vulpes macrotis,5219311,SPECIES,ACCEPTED,EXACT,Chordata,Mammalia,Canidae,Vulpes,Vulpes macrotis
dispdb,Sciurus carolinensis,Sciurus carolinensis,5219681,SPECIES,ACCEPTED,EXACT,Chordata,Mammalia,Sciuridae,Sciurus,Sciurus carolinensis
dispdb,Sciurus niger,Sciurus niger,5219683,SPECIES,ACCEPTED,EXACT,Chordata,Mammalia,Sciuridae,Sciurus,Sciurus niger
dispdb,Vulpes rueppellii,Vulpes rueppellii,5219297,SPECIES,ACCEPTED,EXACT,Chordata,Mammalia,Canidae,Vulpes,Vulpes rueppellii
dispdb,Equus caballus,Equus caballus,2440886,SPECIES,ACCEPTED,EXACT,Chordata,Mammalia,Equidae,Equus,Equus caballus
dispdb,Rupicapra rupicapra,Rupicapra rupicapra,5220170,SPECIES,ACCEPTED,EXACT,Chordata,Mammalia,Bovidae,Rupicapra,Rupicapra rupicapra
dispdb,Rupicapra pyrenaica,Rupicapra pyrenaica,5220171,SPECIES,ACCEPTED,EXACT,Chordata,Mammalia,Bovidae,Rupicapra,Rupicapra pyrenaica
dispdb,Odocoileus virginianus,Odocoileus virginianus,2440965,SPECIES,ACCEPTED,EXACT,Chordata,Mammalia,Cervidae,Odocoileus,Odocoileus virginianus
dispdb,Cerdocyon thous,Cerdocyon thous,2434584,SPECIES,ACCEPTED,EXACT,Chordata,Mammalia,Canidae,Cerdocyon,Cerdocyon thous
dispdb,Microtus ochrogaster,Microtus ochrogaster,2438671,SPECIES,ACCEPTED,EXACT,Chordata,Mammalia,Cricetidae,Microtus,Microtus ochrogaster
dispdb,Lycaon pictus,Lycaon pictus,5219317,SPECIES,ACCEPTED,EXACT,Chordata,Mammalia,Canidae,Lycaon,Lycaon pictus
dispdb,Macaca sylvanus,Macaca sylvanus,2436618,SPECIES,ACCEPTED,EXACT,Chordata,Mammalia,Cercopithecidae,Macaca,Macaca sylvanus
dispdb,Lontra canadensis,Lontra canadensis,2433727,SPECIES,ACCEPTED,EXACT,Chordata,Mammalia,Mustelidae,Lontra,Lontra canadensis
dispdb,Taxidea taxus,Taxidea taxus,2434102,SPECIES,ACCEPTED,EXACT,Chordata,Mammalia,Mustelidae,Taxidea,Taxidea taxus
dispdb,Marmota menzbieri,Marmota menzbieri,2437367,SPECIES,ACCEPTED,EXACT,Chordata,Mammalia,Sciuridae,Marmota,Marmota menzbieri
dispdb,Panthera pardus,Panthera pardus,5219436,SPECIES,ACCEPTED,EXACT,Chordata,Mammalia,Felidae,Panthera,Panthera pardus
dispdb,Philantomba monticola,Philantomba monticola,7261461,SPECIES,ACCEPTED,EXACT,Chordata,Mammalia,Bovidae,Philantomba,Philantomba monticola
dispdb,Leopardus pardalis,Leopardus pardalis,2434982,SPECIES,ACCEPTED,EXACT,Chordata,Mammalia,Felidae,Leopardus,Leopardus pardalis
dispdb,Aepyceros melampus,Aepyceros melampus,2441144,SPECIES,ACCEPTED,EXACT,Chordata,Mammalia,Bovidae,Aepyceros,Aepyceros melampus
dispdb,Urocyon cinereoargenteus,Urocyon cinereoargenteus,2434566,SPECIES,ACCEPTED,EXACT,Chordata,Mammalia,Canidae,Urocyon,Urocyon cinereoargenteus
dispdb,Caracal caracal,Caracal caracal,2435010,SPECIES,ACCEPTED,EXACT,Chordata,Mammalia,Felidae,Caracal,Caracal caracal
dispdb,Ochotona princeps,Ochotona princeps,2436982,SPECIES,ACCEPTED,EXACT,Chordata,Mammalia,Ochotonidae,Ochotona,Ochotona princeps
dispdb,Dipodomys stephensi,Dipodomys stephensi,2439542,SPECIES,ACCEPTED,EXACT,Chordata,Mammalia,Heteromyidae,Dipodomys,Dipodomys stephensi
dispdb,Calomys venustus,Calomys venustus,4265148,SPECIES,ACCEPTED,EXACT,Chordata,Mammalia,Cricetidae,Calomys,Calomys venustus
dispdb,Microcebus murinus,Microcebus murinus,2436447,SPECIES,ACCEPTED,EXACT,Chordata,Mammalia,Cheirogaleidae,Microcebus,Microcebus murinus
dispdb,Peromyscus californicus,Peromyscus californicus,2438028,SPECIES,ACCEPTED,EXACT,Chordata,Mammalia,Cricetidae,Peromyscus,Peromyscus californicus
dispdb,Microtus agrestis,Microtus agrestis,2438616,SPECIES,ACCEPTED,EXACT,Chordata,Mammalia,Cricetidae,Microtus,Microtus agrestis
dispdb,Canis simensis,Canis simensis,5219143,SPECIES,ACCEPTED,EXACT,Chordata,Mammalia,Canidae,Canis,Canis simensis
dispdb,Canis adustus,Canis adustus,5219146,SPECIES,ACCEPTED,EXACT,Chordata,Mammalia,Canidae,Canis,Canis adustus
dispdb,Panthera tigris,Panthera tigris,5219416,SPECIES,ACCEPTED,EXACT,Chordata,Mammalia,Felidae,Panthera,Panthera tigris
dispdb,Ursus arctos,Ursus arctos,2433433,SPECIES,ACCEPTED,EXACT,Chordata,Mammalia,Ursidae,Ursus,Ursus arctos
dispdb,Tamiasciurus hudsonicus,Tamiasciurus hudsonicus,2437282,SPECIES,ACCEPTED,EXACT,Chordata,Mammalia,Sciuridae,Tamiasciurus,Tamiasciurus hudsonicus
dispdb,Marmota monax,Marmota monax,2437368,SPECIES,ACCEPTED,EXACT,Chordata,Mammalia,Sciuridae,Marmota,Marmota monax
dispdb,Rattus fuscipes,Rattus fuscipes,2439233,SPECIES,ACCEPTED,EXACT,Chordata,Mammalia,Muridae,Rattus,Rattus fuscipes
dispdb,Spermophilus saturatus,Sciuridae,9456,FAMILY,ACCEPTED,HIGHERRANK,Chordata,Mammalia,Sciuridae,NA,NA
dispdb,Macropus giganteus,Macropus giganteus,5219981,SPECIES,ACCEPTED,EXACT,Chordata,Mammalia,Macropodidae,Macropus,Macropus giganteus
dispdb,Lynx lynx,Lynx lynx,2435240,SPECIES,ACCEPTED,EXACT,Chordata,Mammalia,Felidae,Lynx,Lynx lynx
dispdb,Ecdyonurus venosus,Ecdyonurus venosus,4481461,SPECIES,ACCEPTED,EXACT,Arthropoda,Insecta,Heptageniidae,Ecdyonurus,Ecdyonurus venosus
dispdb,Agrilus planipennis,Agrilus planipennis,5878492,SPECIES,ACCEPTED,EXACT,Arthropoda,Insecta,Buprestidae,Agrilus,Agrilus planipennis
dispdb,Anoplophora glabripennis ,Anoplophora glabripennis,7572133,SPECIES,ACCEPTED,EXACT,Arthropoda,Insecta,Cerambycidae,Anoplophora,Anoplophora glabripennis
dispdb,Bolitophagus reticulatus ,Bolitophagus reticulatus,4454798,SPECIES,ACCEPTED,EXACT,Arthropoda,Insecta,Tenebrionidae,Bolitophagus,Bolitophagus reticulatus
dispdb,Bolitophagus reticulatus,Bolitophagus reticulatus,4454798,SPECIES,ACCEPTED,EXACT,Arthropoda,Insecta,Tenebrionidae,Bolitophagus,Bolitophagus reticulatus
dispdb,Cerambyx cerdo,Cerambyx cerdo,5820507,SPECIES,ACCEPTED,EXACT,Arthropoda,Insecta,Cerambycidae,Cerambyx,Cerambyx cerdo
dispdb,Cerambyx welensii,Cerambyx welensii,5998027,SPECIES,ACCEPTED,EXACT,Arthropoda,Insecta,Cerambycidae,Cerambyx,Cerambyx welensii
dispdb,Dendroctonus frontalis,Dendroctonus frontalis,1228034,SPECIES,ACCEPTED,EXACT,Arthropoda,Insecta,Curculionidae,Dendroctonus,Dendroctonus frontalis
dispdb,Diaperis boleti,Diaperis boleti,5750461,SPECIES,ACCEPTED,EXACT,Arthropoda,Insecta,Tenebrionidae,Diaperis,Diaperis boleti
dispdb,Elater ferrugineus,Elater ferrugineus,4429270,SPECIES,ACCEPTED,EXACT,Arthropoda,Insecta,Elateridae,Elater,Elater ferrugineus
dispdb,Hylastes ater,Hylastes ater,1224467,SPECIES,ACCEPTED,EXACT,Arthropoda,Insecta,Curculionidae,Hylastes,Hylastes ater
dispdb,Hylurgus ligniperda,Hylurgus ligniperda,5017514,SPECIES,ACCEPTED,EXACT,Arthropoda,Insecta,Curculionidae,Hylurgus,Hylurgus ligniperda
dispdb,Ips typographus,Ips typographus,5018723,SPECIES,ACCEPTED,EXACT,Arthropoda,Insecta,Curculionidae,Ips,Ips typographus
dispdb,Lucanus cervus,Lucanus cervus,5743122,SPECIES,ACCEPTED,EXACT,Arthropoda,Insecta,Lucanidae,Lucanus,Lucanus cervus
dispdb,Monochamus alternatus,Monochamus alternatus,4739415,SPECIES,ACCEPTED,EXACT,Arthropoda,Insecta,Cerambycidae,Monochamus,Monochamus alternatus
dispdb,Monochamus galloprovincialis,Monochamus galloprovincialis,8062758,SPECIES,ACCEPTED,EXACT,Arthropoda,Insecta,Cerambycidae,Monochamus,Monochamus galloprovincialis
dispdb,Monochamus sartor,Monochamus sartor,8265082,SPECIES,ACCEPTED,EXACT,Arthropoda,Insecta,Cerambycidae,Monochamus,Monochamus sartor
dispdb,Monochamus sutor,Monochamus sutor,8411684,SPECIES,ACCEPTED,EXACT,Arthropoda,Insecta,Cerambycidae,Monochamus,Monochamus sutor
dispdb,Morimus asper,Morimus asper,1119292,SPECIES,ACCEPTED,EXACT,Arthropoda,Insecta,Cerambycidae,Morimus,Morimus asper
dispdb,Odontotaenius disjunctus,Odontotaenius disjunctus,6992074,SPECIES,ACCEPTED,EXACT,Arthropoda,Insecta,Passalidae,Odontotaenius,Odontotaenius disjunctus
dispdb,Osmoderma barnabita,Osmoderma barnabita,8385026,SPECIES,ACCEPTED,EXACT,Arthropoda,Insecta,Scarabaeidae,Osmoderma,Osmoderma barnabita
dispdb,Osmoderma eremita,Osmoderma eremita,1079588,SPECIES,ACCEPTED,EXACT,Arthropoda,Insecta,Scarabaeidae,Osmoderma,Osmoderma eremita
dispdb,Protaetia marmorata,Protaetia marmorata,7354513,SPECIES,ACCEPTED,EXACT,Arthropoda,Insecta,Scarabaeidae,Protaetia,Protaetia marmorata
dispdb,Rhizophagus grandis,Rhizophagus grandis,5748830,SPECIES,ACCEPTED,EXACT,Arthropoda,Insecta,Monotomidae,Rhizophagus,Rhizophagus grandis
dispdb,Rosalia alpina,Rosalia alpina,7569075,SPECIES,ACCEPTED,EXACT,Arthropoda,Insecta,Cerambycidae,Rosalia,Rosalia alpina
dispdb,Hammerschmidtia ferruginea,Hammerschmidtia ferruginea,4516884,SPECIES,ACCEPTED,EXACT,Arthropoda,Insecta,Syrphidae,Hammerschmidtia,Hammerschmidtia ferruginea
dispdb,Tetrastichus planipennisi ,Tetrastichus,1389198,GENUS,ACCEPTED,HIGHERRANK,Arthropoda,Insecta,Eulophidae,Tetrastichus,NA
dispdb,Coptotermes formosanus ,Coptotermes formosanus,2007383,SPECIES,ACCEPTED,EXACT,Arthropoda,Insecta,Rhinotermitidae,Coptotermes,Coptotermes formosanus
dispdb,Allochernes wideri,Allochernes wideri,2127303,SPECIES,ACCEPTED,EXACT,Arthropoda,Arachnida,Chernetidae,Allochernes,Allochernes wideri
dispdb,Larca lata ,Larca lata,2125296,SPECIES,ACCEPTED,EXACT,Arthropoda,Arachnida,Larcidae,Larca,Larca lata
dispdb,Abramis brama,Abramis brama,9809222,SPECIES,ACCEPTED,EXACT,Chordata,NA,Cyprinidae,Abramis,Abramis brama
dispdb,Acipenser fulvescens,Acipenser fulvescens,2402120,SPECIES,ACCEPTED,EXACT,Chordata,NA,Acipenseridae,Acipenser,Acipenser fulvescens
dispdb,Ambloplites rupestris,Ambloplites rupestris,2394514,SPECIES,ACCEPTED,EXACT,Chordata,NA,Centrarchidae,Ambloplites,Ambloplites rupestris
dispdb,Anablepsoides hartii,Anablepsoides hartii,7924816,SPECIES,ACCEPTED,EXACT,Chordata,NA,Rivulidae,Anablepsoides,Anablepsoides hartii
dispdb,Anguilla australis australis,Anguilla australis australis,8723307,FORM,ACCEPTED,EXACT,Chordata,NA,Anguillidae,Anguilla,Anguilla australis
dispdb,Anguilla dieffenbachii,Anguilla dieffenbachii,5213018,SPECIES,ACCEPTED,EXACT,Chordata,NA,Anguillidae,Anguilla,Anguilla dieffenbachii
dispdb,Anguilla japonica,Anguilla japonica,5213022,SPECIES,ACCEPTED,EXACT,Chordata,NA,Anguillidae,Anguilla,Anguilla japonica
dispdb,Anguilla rostrata,Anguilla rostrata,5212956,SPECIES,ACCEPTED,EXACT,Chordata,NA,Anguillidae,Anguilla,Anguilla rostrata
dispdb,Barbus barbus,Barbus barbus,5739539,SPECIES,ACCEPTED,EXACT,Chordata,NA,Cyprinidae,Barbus,Barbus barbus
dispdb,Barbus haasi,Barbus haasi,5207307,SPECIES,ACCEPTED,EXACT,Chordata,NA,Cyprinidae,Barbus,Barbus haasi
dispdb,Brycon orbignyanus,Brycon orbignyanus,2353463,SPECIES,ACCEPTED,EXACT,Chordata,NA,Bryconidae,Brycon,Brycon orbignyanus
dispdb,Catostomus clarkii,Catostomus clarkii,2359050,SPECIES,ACCEPTED,EXACT,Chordata,NA,Catostomidae,Catostomus,Catostomus clarkii
dispdb,Catostomus insignis,Catostomus insignis,2359042,SPECIES,ACCEPTED,EXACT,Chordata,NA,Catostomidae,Catostomus,Catostomus insignis
dispdb,Catostomus occidentalis,Catostomus occidentalis,4286867,SPECIES,ACCEPTED,EXACT,Chordata,NA,Catostomidae,Catostomus,Catostomus occidentalis
dispdb,Chondrostoma sus,Chondrostoma,2360535,GENUS,ACCEPTED,HIGHERRANK,Chordata,NA,Cyprinidae,Chondrostoma,NA
dispdb,Chrosomus eos,Chrosomus eos,2365385,SPECIES,ACCEPTED,EXACT,Chordata,NA,Cyprinidae,Chrosomus,Chrosomus eos
dispdb,Clinostomus funduloides,Clinostomus funduloides,2361174,SPECIES,ACCEPTED,EXACT,Chordata,NA,Cyprinidae,Clinostomus,Clinostomus funduloides
dispdb,Colossoma macropomum,Colossoma macropomum,2353152,SPECIES,ACCEPTED,EXACT,Chordata,NA,Serrasalmidae,Colossoma,Colossoma macropomum
dispdb,Cottus bairdii,Cottus bairdii,2334131,SPECIES,ACCEPTED,EXACT,Chordata,NA,Cottidae,Cottus,Cottus bairdii
dispdb,Cottus cogtus,Cottus cognatus,2334185,SPECIES,ACCEPTED,FUZZY,Chordata,NA,Cottidae,Cottus,Cottus cognatus
dispdb,Cottus gobio,Cottus gobio,7807208,SPECIES,ACCEPTED,EXACT,Chordata,NA,Cottidae,Cottus,Cottus gobio
dispdb,Cottus pollux,Cottus pollux,2334121,SPECIES,ACCEPTED,EXACT,Chordata,NA,Cottidae,Cottus,Cottus pollux
dispdb,Cottus rhenus,Cottus rhenanus,2334183,SPECIES,ACCEPTED,FUZZY,Chordata,NA,Cottidae,Cottus,Cottus rhenanus
dispdb,Ctenopharyngodon idella,Ctenopharyngodon idella,2362030,SPECIES,ACCEPTED,EXACT,Chordata,NA,Cyprinidae,Ctenopharyngodon,Ctenopharyngodon idella
dispdb,Cyprinella caerulea,Cyprinella caerulea,5207694,SPECIES,ACCEPTED,EXACT,Chordata,NA,Cyprinidae,Cyprinella,Cyprinella caerulea
dispdb,Cyprinus carpio,Cyprinus carpio,4286975,SPECIES,ACCEPTED,EXACT,Chordata,NA,Cyprinidae,Cyprinus,Cyprinus carpio
dispdb,Esox lucius,Esox lucius,2346633,SPECIES,ACCEPTED,EXACT,Chordata,NA,Esocidae,Esox,Esox lucius
dispdb,Etheostoma flabellare,Etheostoma flabellare,2382246,SPECIES,ACCEPTED,EXACT,Chordata,NA,Percidae,Etheostoma,Etheostoma flabellare
dispdb,Etheostoma fonticola,Etheostoma fonticola,2382361,SPECIES,ACCEPTED,EXACT,Chordata,NA,Percidae,Etheostoma,Etheostoma fonticola
dispdb,Etheostoma nigrum,Etheostoma nigrum,2382319,SPECIES,ACCEPTED,EXACT,Chordata,NA,Percidae,Etheostoma,Etheostoma nigrum
dispdb,Etheostoma podostemone,Etheostoma podostemone,2382331,SPECIES,ACCEPTED,EXACT,Chordata,NA,Percidae,Etheostoma,Etheostoma podostemone
dispdb,Fundulus notatus,Fundulus notatus,5203690,SPECIES,ACCEPTED,EXACT,Chordata,NA,Fundulidae,Fundulus,Fundulus notatus
dispdb,Fundulus olivaceus,Fundulus olivaceus,5203637,SPECIES,ACCEPTED,EXACT,Chordata,NA,Fundulidae,Fundulus,Fundulus olivaceus
dispdb,Gobio gobio,Gobio gobio,4409628,SPECIES,ACCEPTED,EXACT,Chordata,NA,Cyprinidae,Gobio,Gobio gobio
dispdb,Hemisorubim platyrhynchos,Hemisorubim platyrhynchos,2338702,SPECIES,ACCEPTED,EXACT,Chordata,NA,Pimelodidae,Hemisorubim,Hemisorubim platyrhynchos
dispdb,Hydrocynus vittatus,Hydrocynus vittatus,2356183,SPECIES,ACCEPTED,EXACT,Chordata,NA,Alestidae,Hydrocynus,Hydrocynus vittatus
dispdb,Hypophthalmichthys nobilis,Hypophthalmichthys nobilis,2362486,SPECIES,ACCEPTED,EXACT,Chordata,NA,Cyprinidae,Hypophthalmichthys,Hypophthalmichthys nobilis
dispdb,Lavinia exilicauda,Lavinia exilicauda,5206009,SPECIES,ACCEPTED,EXACT,Chordata,NA,Cyprinidae,Lavinia,Lavinia exilicauda
dispdb,Lefua echigonia,Lefua echigonia,2358858,SPECIES,ACCEPTED,EXACT,Chordata,NA,Nemacheilidae,Lefua,Lefua echigonia
dispdb,Lepidomeda aliciae,Lepidomeda aliciae,2361903,SPECIES,ACCEPTED,EXACT,Chordata,NA,Cyprinidae,Lepidomeda,Lepidomeda aliciae
dispdb,Lepisosteus osseus,Lepisosteus osseus,2346701,SPECIES,ACCEPTED,EXACT,Chordata,NA,Lepisosteidae,Lepisosteus,Lepisosteus osseus
dispdb,Lepomis auritus,Lepomis auritus,2394491,SPECIES,ACCEPTED,EXACT,Chordata,NA,Centrarchidae,Lepomis,Lepomis auritus
dispdb,Lepomis cyanellus,Lepomis cyanellus,2394494,SPECIES,ACCEPTED,EXACT,Chordata,NA,Centrarchidae,Lepomis,Lepomis cyanellus
dispdb,Lepomis megalotis,Lepomis megalotis,2394510,SPECIES,ACCEPTED,EXACT,Chordata,NA,Centrarchidae,Lepomis,Lepomis megalotis
dispdb,Leporinus elongatus,Leporinus elongatus,2355431,SPECIES,ACCEPTED,EXACT,Chordata,NA,Anostomidae,Leporinus,Leporinus elongatus
dispdb,Leporinus friderici,Leporinus friderici,2355324,SPECIES,ACCEPTED,EXACT,Chordata,NA,Anostomidae,Leporinus,Leporinus friderici
dispdb,Leporinus obtusidens,Leporinus obtusidens,2355367,SPECIES,ACCEPTED,EXACT,Chordata,NA,Anostomidae,Leporinus,Leporinus obtusidens
dispdb,Leuciscus idus,Leuciscus idus,4409643,SPECIES,ACCEPTED,EXACT,Chordata,NA,Cyprinidae,Leuciscus,Leuciscus idus
dispdb,Lota lota,Lota lota,2415460,SPECIES,ACCEPTED,EXACT,Chordata,NA,Lotidae,Lota,Lota lota
dispdb,Maccullochella macquariensis,Maccullochella macquariensis,2380475,SPECIES,ACCEPTED,EXACT,Chordata,NA,Percichthyidae,Maccullochella,Maccullochella macquariensis
dispdb,Macquaria ambigua,Macquaria ambigua,5209327,SPECIES,ACCEPTED,EXACT,Chordata,NA,Percichthyidae,Macquaria,Macquaria ambigua
dispdb,Micropterus dolomieu,Micropterus dolomieu,5211250,SPECIES,ACCEPTED,EXACT,Chordata,NA,Centrarchidae,Micropterus,Micropterus dolomieu
dispdb,Micropterus salmoides,Micropterus salmoides,2394563,SPECIES,ACCEPTED,EXACT,Chordata,NA,Centrarchidae,Micropterus,Micropterus salmoides
dispdb,Morone saxatilis,Morone saxatilis,2394612,SPECIES,ACCEPTED,EXACT,Chordata,NA,Moronidae,Morone,Morone saxatilis
dispdb,Mylopharodon conocephalus,Mylopharodon conocephalus,2360262,SPECIES,ACCEPTED,EXACT,Chordata,NA,Cyprinidae,Mylopharodon,Mylopharodon conocephalus
dispdb,Nocomis leptocephalus,Nocomis leptocephalus,2365439,SPECIES,ACCEPTED,EXACT,Chordata,NA,Cyprinidae,Nocomis,Nocomis leptocephalus
dispdb,Notropis lutipinnis,Notropis lutipinnis,2362319,SPECIES,ACCEPTED,EXACT,Chordata,NA,Cyprinidae,Notropis,Notropis lutipinnis
dispdb,Oncorhynchus clarkii,Oncorhynchus clarkii,5711980,SPECIES,ACCEPTED,EXACT,Chordata,NA,Salmonidae,Oncorhynchus,Oncorhynchus clarkii
dispdb,Oncorhynchus kisutch,Oncorhynchus kisutch,5204034,SPECIES,ACCEPTED,EXACT,Chordata,NA,Salmonidae,Oncorhynchus,Oncorhynchus kisutch
dispdb,Oncorhynchus mykiss,Oncorhynchus mykiss,5204019,SPECIES,ACCEPTED,EXACT,Chordata,NA,Salmonidae,Oncorhynchus,Oncorhynchus mykiss
dispdb,Oncorhynchus tshawytscha,Oncorhynchus tshawytscha,5204024,SPECIES,ACCEPTED,EXACT,Chordata,NA,Salmonidae,Oncorhynchus,Oncorhynchus tshawytscha
dispdb,Oreochromis andersonii,Oreochromis andersonii,2372323,SPECIES,ACCEPTED,EXACT,Chordata,NA,Cichlidae,Oreochromis,Oreochromis andersonii
dispdb,Oxydoras kneri,Oxydoras kneri,2343916,SPECIES,ACCEPTED,EXACT,Chordata,NA,Doradidae,Oxydoras,Oxydoras kneri
dispdb,Piaractus mesopotamicus,Piaractus mesopotamicus,2353219,SPECIES,ACCEPTED,EXACT,Chordata,NA,Serrasalmidae,Piaractus,Piaractus mesopotamicus
dispdb,Pimelodus albicans,Pimelodus albicans,2338892,SPECIES,ACCEPTED,EXACT,Chordata,NA,Pimelodidae,Pimelodus,Pimelodus albicans
dispdb,Pimelodus maculatus,Pimelodus maculatus,2338908,SPECIES,ACCEPTED,EXACT,Chordata,NA,Pimelodidae,Pimelodus,Pimelodus maculatus
dispdb,Pinirampus pirimpu,Pinirampus pirinampu,2338952,SPECIES,ACCEPTED,FUZZY,Chordata,NA,Pimelodidae,Pinirampus,Pinirampus pirinampu
dispdb,Poecilia gillii,Poecilia gillii,5203781,SPECIES,ACCEPTED,EXACT,Chordata,NA,Poeciliidae,Poecilia,Poecilia gillii
dispdb,Polyodon spathula,Polyodon spathula,5212833,SPECIES,ACCEPTED,EXACT,Chordata,NA,Polyodontidae,Polyodon,Polyodon spathula
dispdb,Prochilodus lineatus,Prochilodus lineatus,2352154,SPECIES,ACCEPTED,EXACT,Chordata,NA,Prochilodontidae,Prochilodus,Prochilodus lineatus
dispdb,Prosopium williamsoni,Prosopium williamsoni,2351530,SPECIES,ACCEPTED,EXACT,Chordata,NA,Salmonidae,Prosopium,Prosopium williamsoni
dispdb,Pseudoplatystoma corruscans,Pseudoplatystoma corruscans,2338660,SPECIES,ACCEPTED,EXACT,Chordata,NA,Pimelodidae,Pseudoplatystoma,Pseudoplatystoma corruscans
dispdb,Pterodoras granulosus,Pterodoras granulosus,2343967,SPECIES,ACCEPTED,EXACT,Chordata,NA,Doradidae,Pterodoras,Pterodoras granulosus
dispdb,Ptychocheilus grandis,Ptychocheilus grandis,5205694,SPECIES,ACCEPTED,EXACT,Chordata,NA,Cyprinidae,Ptychocheilus,Ptychocheilus grandis
dispdb,Ptychocheilus lucius,Ptychocheilus lucius,5205692,SPECIES,ACCEPTED,EXACT,Chordata,NA,Cyprinidae,Ptychocheilus,Ptychocheilus lucius
dispdb,Ptychocheilus oregonensis,Ptychocheilus oregonensis,5205686,SPECIES,ACCEPTED,EXACT,Chordata,NA,Cyprinidae,Ptychocheilus,Ptychocheilus oregonensis
dispdb,Pylodictis olivaris,Pylodictis olivaris,2341077,SPECIES,ACCEPTED,EXACT,Chordata,NA,Ictaluridae,Pylodictis,Pylodictis olivaris
dispdb,Rhinichthys atratulus,Rhinichthys atratulus,2359823,SPECIES,ACCEPTED,EXACT,Chordata,NA,Cyprinidae,Rhinichthys,Rhinichthys atratulus
